# scene_token,name,part,location,vehicle,description
c6d1085c40614693a046dae3168bdb35,scene-0995,9,singapore-queenstown,n015,Night; ped; bus; slope; flyover
796e7ae080984a0ab2b96ce80f18ca3b,scene-0996,9,singapore-queenstown,n015,Night; gate; bus; bus stop; cyclist; peds
242ac1b59fec4e0c9c200ffca81775e2,scene-0998,9,singapore-queenstown,n015,Night; roundabout; bus; ped crossing crosswalk
09f67057dd8346388b28f79d9bb1cf04,scene-1000,9,singapore-queenstown,n015,Night; turn right; peds; lights
8adaf76e6005413181924e6c83053a21,scene-1001,9,singapore-queenstown,n015,Night; bump; bus; peds; lights
fdf27bbde3e345bd9ac83cbe9a3c813a,scene-1002,9,singapore-queenstown,n015,Night; lane change; bump; turn left; peds; peds push stroller; cars
126aa95f38b649fa857d48672c8ad808,scene-1003,9,singapore-queenstown,n015,Night; ped running; peds; bus
6e820d4c44b74793aacd0c7091488865,scene-1005,9,singapore-queenstown,n015,Night; bus; peds; crosswalk; parking lot
e12dee10fe2545e4ab88459ed4268bc6,scene-1006,9,singapore-queenstown,n015,Night; bus; peds; parked cars; sitting ped
3032b651c72e4b5c86d4dea1b4930689,scene-1007,10,singapore-queenstown,n015,Night; truck; turn left
ea0979999bf84ee6a6230b1bde7ec723,scene-1009,10,singapore-queenstown,n015,Night; peds on sidewalk; slope; motorcycles; parking garage; parked cars
b2119bd765a94b0cb705424800307bbf,scene-1010,10,singapore-queenstown,n015,Night; bus; peds wearing dark clothes; low traffic
270fe8382f884386b3445143fa946200,scene-1011,10,singapore-queenstown,n015,Night; bus; parked cars; peds
29dee0b8210b410a9b3421f0cb39019f,scene-1014,10,singapore-queenstown,n015,Night; bump; cars; turn right; bus; peds; ped in dark
69a38ccf0894467fbae658d28d4fd10a,scene-1015,10,singapore-queenstown,n015,Night; peds; bus stop; turn left; low traffic; bump
f0f7132494bc4045a21868aca13b56f9,scene-1016,10,singapore-queenstown,n015,Night; peds; bus stop; bump; ped crossing crosswalk; bus
34a9823fac0d4b9db30898e00b5f9f9c,scene-1017,10,singapore-queenstown,n015,Night; ped; cars; bump; scooter; congestion
faa975eaad804c85bd8f2da9b30c8d9a,scene-1018,10,singapore-queenstown,n015,Night; turn right; cars; bus; bus stop; scooter
d4d2faa310a748dda508d15c6d5c4244,scene-1019,10,singapore-queenstown,n015,Night; scooter; light; peds crossing crosswalk; bus stop
7bbc6931b39b4ba3834240618fc4a4c2,scene-1020,10,singapore-queenstown,n015,Night; peds; bus; bus stop
fee7ac5f5c1e4943877cd20d6e069427,scene-1021,10,singapore-queenstown,n015,Night; peds in dark; arrive at intersection; bus
797700339b014fb6aa61c1ea3778d587,scene-1022,10,singapore-queenstown,n015,Night; bus; bump; scooter; peds; very dark; lights
19640fe4b6894f97b16e0faad51432b4,scene-1024,10,singapore-queenstown,n015,Night; peds; bus
2a334f5c4615465f86a250d4758a2d7d,scene-1025,10,singapore-queenstown,n015,Night; peds; parked cars; cyclist
f634de95cc7043b8b38ceaac67d472cf,scene-1044,10,singapore-hollandvillage,n015,Night; motorcycles; dense traffic; congestion; arrive at intersection
8d8728879b89405eba3f8ce1af138cb2,scene-1045,10,singapore-hollandvillage,n015,Night; wait at intersection; dense traffic; motorcycles; truck
4f679c8f8f6d4f5d8466253dda4733ba,scene-1046,10,singapore-hollandvillage,n015,Night; wait at intersection; dense traffic; motorcycle; bus
2175d0e84f224ea69907e5c338bde395,scene-1048,10,singapore-hollandvillage,n015,Night; dense traffic; congestion; motorcycle; turn right
9544516643a14926bf750fc71c1b307d,scene-1049,10,singapore-hollandvillage,n015,Night; bump; motorcycle; bus; high speed; trash bins; residential area
e631037169574c67944176bf079ee75c,scene-1050,10,singapore-hollandvillage,n015,Night; many trash cans; followed by scooter; bus; truck; parked bicycle; bus stop; motorcycle; high speed
bc5daf905b854dbc8944811c4b7c319d,scene-1051,10,singapore-hollandvillage,n015,Night; bus; motorcycle; bus stop
4ed628299b1e45a3a73704e8cf8287a9,scene-1053,10,singapore-hollandvillage,n015,Night; rain; bump; peds; congestion; parked car
bfe368f8c6a44efcb323a82f6974a9a6,scene-1058,10,singapore-hollandvillage,n015,Night; nature; car; turn; peds in sidewalk; trash bin
7052d21b95fc4bae8761b8d9524f3e42,scene-1060,10,singapore-hollandvillage,n015,Night; rain; turn; ped in dark
e6f1a7e6218a4737bfedc6af90926b3e,scene-1062,10,singapore-hollandvillage,n015,Night; difficult lighting; parked bicycle; wait at intersection; construction
f97bf749746c4c3a8ad9f1c11eab6444,scene-1064,10,singapore-hollandvillage,n015,Night; trash cans; wait for scooter; turn right; parking lot
bd338b912ce9434995b29b6dac9fbf1d,scene-1065,10,singapore-hollandvillage,n015,Rain; Night; bump; motorcycle; difficult lighting; overtake parked car
16be583c31a2403caa6c158bb55ae616,scene-1067,10,singapore-hollandvillage,n015,Night; rain; bump; ped in dark; arrive at intersection
e8834785d9ff4783a5950281a4579943,scene-1068,10,singapore-hollandvillage,n015,Night; wait at intersection; motorcycle; turn left
d29527ec841045d18d04a933e7a0afd2,scene-1069,10,singapore-hollandvillage,n015,Night; truck; congestion; parked bicycle
85889db3628342a482c5c0255e5347e9,scene-1070,10,singapore-hollandvillage,n015,Night; congestion; peds; motorcycle
0dae482684ce4cd69a7258f55bc98d73,scene-1071,10,singapore-hollandvillage,n015,Night; scooters; peds; parked bicycle; bus stop; cross intersection;  ped with bag near road
865c607c8ef44f13b39744a0de110740,scene-1074,10,singapore-hollandvillage,n015,Night; rain; high speed; bus stop; bus; peds; parked bicycle
277af8c7487f4f24bd2953d4dc8d11ff,scene-1075,10,singapore-hollandvillage,n015,Night; bus; parked cars; bus stop; peds; trash cans; high speed
7061c4fa99a44d02af4a3e2689be4457,scene-1076,10,singapore-hollandvillage,n015,Night; trash cans; scooter; ped; turn left
26c089d84086473e87607ae5c6ae85c6,scene-1081,10,singapore-hollandvillage,n015,Night; rain; big street; congestion; cars; scooter; arrive at intersection
567fcd99d0dc4fa088f52b047f4ebdcf,scene-1083,10,singapore-hollandvillage,n015,Night; big street; bus; scooter; turn right
affb0caa5d2948f98cee5c42c7aefc1c,scene-1084,10,singapore-hollandvillage,n015,Night; scooter; peds; bus stop; parked cars; wait
8d267899e2e843d4905fafd1f12c0a20,scene-1085,10,singapore-hollandvillage,n015,Night; many peds; parked bicycles; turn left; parked scooters; congestion; peds with bags; cars in parking garage on second floor; trash cans
f143809fc26c4bb296f4f367b0954c26,scene-1087,10,singapore-hollandvillage,n015,Night; residential area; low traffic; turn right; bump; ped in dark; parked bicycle
fe4fdd7a28754baeac7074ad78f55a52,scene-1088,10,singapore-hollandvillage,n015,Night; peds; trash cans; ped walking dog; turn right; parked car
24d0c3ea8a2049468201c055667d6bc3,scene-1091,10,singapore-hollandvillage,n015,Night; parked cars; peds; turn right; dog; jaywalkers; trash bins
d2db9f5df62c4d338d3bed43f616b954,scene-1092,10,singapore-hollandvillage,n015,Night; many peds; many trash cans; ped with bag; stopped taxi; delivery scooter; arrive at intersection
1be49200788d4e38ae4496b27b233ccb,scene-1093,10,singapore-hollandvillage,n015,Night; wait at intersection; peds crossing crosswalk; peds sidewalk; personal mobility device
de7d80a1f5fb4c3e82ce8a4f213b450a,scene-1094,10,singapore-hollandvillage,n015,Night; after rain; many peds; PMD; ped with bag; jaywalker; truck; scooter
a2b64d02c5fa4b9bab671a97561b6b33,scene-1095,10,singapore-hollandvillage,n015,Night; rain; lane change; cross intersection; scooter; bus; arrive at intersection
9771da5dd7bb4657be34365619e39dab,scene-1096,10,singapore-hollandvillage,n015,Night; wait at intersection; peds crossing crosswalk; scooter
3ace9decdd1f4ea0915b9862c95ca128,scene-1097,10,singapore-hollandvillage,n015,Night; scooter; start at intersection; turn right; ped crossing crosswalk; bus
cdeb0e85e43e481a87b2251351e10c2f,scene-1098,10,singapore-hollandvillage,n015,Night; peds; scooter; bus; waiting at intersection
b57e1a48e584451f8f966ab083c8d07d,scene-1099,10,singapore-hollandvillage,n015,Night; wait at busy intersection; peds; scooter on sidewalk; attempt to turn right
cfa36eca40364e5bb15f550a077a21c5,scene-1101,10,singapore-hollandvillage,n015,Night; buses; peds; rain; right turn
04e5f089805540a5a9e73c1b7c54ee8c,scene-1102,10,singapore-hollandvillage,n015,Night; rain; scooter; cars; high speed; cross intersection; arrive at intersection
e3b6fe9201c64334be311d4249a0c80e,scene-1104,10,singapore-hollandvillage,n015,Night; truck; rain; cross intersection
e5514b8f435e475cac4eba74b44773b5,scene-1106,10,singapore-hollandvillage,n015,Night; rain; high speed; scooter; bus stop; low traffic; bus
89f20737ec344aa48b543a9e005a38ca,scene-1107,10,singapore-hollandvillage,n015,Night; rain; high speed; scooter; dense traffic at other lane
d3c39710e9da42f48b605824ce2a1927,scene-1108,10,singapore-hollandvillage,n015,Night; wet front camera; rain; bus; wait at intersection; scooters
7ed1b613f0ee47ceaf6d19ca3947f825,scene-1109,10,singapore-hollandvillage,n015,Night; rain; bus; lightning
57146b2ebf10432f84b15a3038fe1755,scene-1110,10,singapore-hollandvillage,n015,Night; rain; bus; turn right; peds; bus stop
