scene_token,name,location,vehicle,num_samples,n_lidar_samples_seen,description,th_barrier,th_bicycle,th_bus,th_car,th_const_veh,th_motorcycle,th_pedestrian,th_traffic_cone,th_trailer,th_truck,vx_drive_surf,vx_other_flat,vx_sidewalk,vx_terrain,vx_manmade,vx_vegetation
bef135921f374f838bf0badae55cac83,scene-0168,boston-seaport,n008,40,40,Parking lot; peds; parked cars; parked scooters; eletronic display,72,28,0,1344,13,5,144,21,6,147,407276,0,138846,45790,391037,173239
ab6eea0e06c84f70be411a9d36636a7a,scene-0170,boston-seaport,n008,40,40,Turn left; truck parked in the middle of the street; ego vehicle coming to full stand,0,0,0,179,135,0,35,21,574,509,761515,18158,82309,71101,312240,380391
2ffd7e2a1daf4b928464ddb2ed3dca59,scene-0171,boston-seaport,n008,40,40,Densely parked trucks,0,0,0,152,49,0,50,10,548,362,597317,0,9846,9791,336830,10001
634a8c5835e44aec912604a9a1972a5d,scene-0172,boston-seaport,n008,40,40,Bus indicates turn but does not go; overtake bus,54,0,40,330,0,0,22,80,20,121,313512,988,12382,84068,424393,74681
8931a57994764c9b945a7a1b352c9ae5,scene-0173,boston-seaport,n008,40,40,Drive along road barriers,1079,0,0,825,40,0,71,154,40,83,592329,5307,73974,171031,348146,400180
fd5a3c6d3ad44954a8045edbe9d93763,scene-0174,boston-seaport,n008,40,40,Reflections; parked cars; trucks,253,0,0,821,17,18,41,32,221,360,539063,1148,102454,46451,460107,168315
7cf32f906f50415786414ce8bbe10e9b,scene-0175,boston-seaport,n008,40,40,Truck; parked vehicles; bicycle; special trailer; parked car; parked bicycle,393,27,20,793,0,0,0,0,349,376,1308133,0,145999,94759,361190,309930
c7492bdc08f8450fa580b7787331f0c9,scene-0176,boston-seaport,n008,39,39,Parked cars; extra-long bendy bus; banners; arrive at intersection; turn right; truck,0,0,78,447,1,0,15,0,0,108,471444,0,108794,146074,301024,306030
fcb40dc8514444c49b1fdc06f80a123b,scene-0177,singapore-queenstown,n015,40,40,Parking toll gate,0,0,0,66,0,0,80,0,0,0,237402,1515,72788,321628,312947,447125
f4395dd8e4004f12a8dec3079a93d804,scene-0178,singapore-queenstown,n015,39,39,Parking lot; parked motorcycles; turn right; jaywalker,0,0,26,570,0,88,154,0,0,0,480504,0,89739,480216,196277,380474
2538a745a83f430eb590d48b4743e179,scene-0179,singapore-queenstown,n015,40,40,Ped walking to the ego car; parked truck ahead; parking lot,0,35,0,391,0,8,110,0,0,113,239042,0,66383,106435,295813,234527
4431d97ea17044ad9c09c13d16684054,scene-0180,singapore-queenstown,n015,39,39,Parking lot with lots of parked cars,0,0,0,1267,0,39,66,0,0,78,536065,702,37133,201159,372010,660433
c9c28de6e66442f7921858f1ebbec3ef,scene-0181,singapore-queenstown,n015,40,40,Turn left; toll gate; oncoming bus,0,0,37,93,0,0,36,0,0,0,515150,2714,141122,530677,341011,524453
2c1f2e5096434cd78919b2ae442d4ba4,scene-0182,singapore-queenstown,n015,40,40,Peds; bus stop; taxi; narrow road; parking lot; slope,13,0,0,313,0,0,116,72,0,2,616700,609,251332,609231,273908,466668
c67b72f4a0bd4f2b96ecbd0e01c58232,scene-0183,singapore-queenstown,n015,40,40,Parked motorcycle; bike; parking driveway; parked cars,0,21,0,194,0,27,8,0,0,6,692840,977,135141,841114,604234,636749
93032908bafd484ea10a39b0d5d3fff6,scene-0184,singapore-queenstown,n015,40,40,Many trees; narrow road,0,13,0,54,0,0,5,0,0,0,308457,3,98565,77082,645069,802540
b886756c3fd641eeba9dda3932e196c0,scene-0185,singapore-queenstown,n015,40,40,Parking bay; peds; ped hesitates to cross; ego car stops; ped crossing,0,0,15,64,0,0,156,0,0,0,124754,3675,28133,30207,299228,690657
019b370afb444a2e8ce85654898307c8,scene-0187,singapore-queenstown,n015,39,39,Bump; turn right; ped attempting to walk in front of car; jaywalker,0,0,0,105,0,11,334,0,0,0,547455,0,154396,451542,318928,1126113
928ee3a8c5a84497a6360fe70a4e921e,scene-0188,singapore-queenstown,n015,32,32,Ego vehicle starts; many peds; parked bicycles; bus stop,0,85,1,199,0,3,530,0,0,0,240779,6014,116700,427928,157004,438208
c04cdbbe744c4da08d3df61c47d5cc94,scene-0190,singapore-onenorth,n015,40,40,Nature; wait for traffic light,0,0,0,156,0,0,51,0,0,61,205685,0,75473,830383,159427,847219
f9e460f092c94466b1211704b5a8859d,scene-0191,singapore-onenorth,n015,40,40,Turn left; parking lot,0,0,0,271,0,0,14,0,0,15,329426,0,173776,432126,213071,1224362
1fa63d31aaa7459383b4414715cd12db,scene-0192,singapore-onenorth,n015,40,40,Stopped for cars at T-junction; jaywalker; turn left,0,0,0,486,0,0,120,0,0,72,355736,0,169296,333276,267473,761924
2ce2df158372461fa91ce77455656f81,scene-0193,singapore-onenorth,n015,40,40,Vegetation; parking lot; turning cars,347,0,0,378,53,75,0,14,0,82,313369,24173,134087,186976,294644,579240
04061484361145f5ac6f90a5103b84a6,scene-0194,singapore-onenorth,n015,40,40,Parked car starts to move; two bicycles lying in grass; construction zone; speed reduce; peds,492,55,21,271,111,6,264,321,0,22,303377,0,126951,359892,261575,577924
b487d499e93e44caaf6c3dc884225fa2,scene-0195,singapore-onenorth,n015,40,40,Narrow road; bus; reduce speed for stopped car; peds,0,0,34,196,0,0,81,0,0,31,301519,0,203847,421078,185280,919491
6bb64043c9db4f51b7a69e7260ed4f6e,scene-0196,singapore-onenorth,n015,40,40,Nature; cross intersection; bus; bus stop; truck turning,0,0,37,83,0,0,10,0,0,25,392053,9941,91694,1179658,178784,550329
c324de94562d41498a2d4b7d51c5ce78,scene-0199,boston-seaport,n008,40,40,Parked cars; ped,0,0,0,485,0,21,22,44,0,5,369496,0,71845,0,269422,65
670e01eb31b64b509db5290531254203,scene-0200,boston-seaport,n008,39,39,Parked cars; parking lot,0,0,6,2268,0,0,0,28,46,168,489753,4448,135835,5235,174240,229372
53c92676ef334011bd4689494ac11fa0,scene-0202,boston-seaport,n008,39,39,Parked cars; jaywalker; peds; parked bicycle,279,38,18,487,0,0,378,0,0,154,491602,22325,159026,329738,169950,949888
8e1f7ff7dc9940da8eeca3c06ae1aa4d,scene-0203,boston-seaport,n008,40,40,Construction; bus; turn right; crane; parked cars; ped crossing crosswalk; ped with backpack; parking lot,439,0,37,995,7,0,300,1,69,178,370694,0,167719,173343,261272,430055
5e30d846d2344ec2addfb664799d1899,scene-0204,boston-seaport,n008,39,39,Parked cars; peds in sidewalk; narrow road,0,13,0,1694,0,4,390,13,0,30,350242,0,133232,57847,382132,157023
fc61f52dcc1b4def95a278665d23af00,scene-0206,boston-seaport,n008,39,39,Parked cars; peds; ped with luggage,31,0,0,1189,13,0,338,59,0,54,358303,0,131228,60983,552423,298674
210add02013a4dfa84b7c5e23058781f,scene-0207,boston-seaport,n008,40,40,Heavy veh; peds; stopped by a truck,18,0,0,580,19,0,93,9,62,191,358605,432,81960,49289,534100,340926
1959c8f440a340fda3ea2cac0ac528ec,scene-0208,boston-seaport,n008,40,40,Stopped at stop line,78,0,0,859,0,0,365,0,241,271,289280,0,106794,89546,271138,421150
875e9b8b63b54263ba1edeb21faadea8,scene-0209,boston-seaport,n008,39,39,Heavy vehicles; container,0,0,0,152,44,0,22,15,514,271,715352,9036,12439,17194,339345,101240
2e3c0f308fcf4664bf7994053d7080b9,scene-0210,boston-seaport,n008,40,40,Parked vehicles; construction vehicle; container; peds; excavator; cranes; parking lot; turn left; worker sitting on trunk of pickup truck,263,0,0,430,196,0,124,101,6,82,332831,0,11596,15801,493444,23351
ed22649f50454a6ab71356780b2a2454,scene-0211,boston-seaport,n008,39,39,Parked cars; construction area; construction vehicles,615,0,0,502,300,0,237,140,0,148,302509,4242,7548,262020,549498,53145
1ecfbad2023f4b17b542801a21375e3f,scene-0212,boston-seaport,n008,40,40,Parked cars; oncoming heavy veh,48,0,0,772,0,43,97,184,279,404,554197,0,81488,27798,530167,95616
69295e26c8d146de94ea5307d8d74819,scene-0213,boston-seaport,n008,39,39,Jaywalkers; peds; approaching intersection,0,0,0,463,0,20,523,35,0,167,410515,0,89204,93552,275626,233772
2bbff07f5b4248eab483ddcf91cfa848,scene-0214,boston-seaport,n008,39,39,Parked truck; ped; sitting peds; parked cars; overtake at t junction,0,13,0,1295,27,14,173,0,0,151,393404,10,114127,103785,557025,197113
febc1800b9ed432d96aee5ecf0156831,scene-0218,boston-seaport,n008,40,40,Parking lot; walking peds; close-up peds; not moving,0,0,0,1273,0,0,572,0,0,80,124336,0,1256,13397,278603,105086
bc8f2774ff4946d3965a807a6aa1b64f,scene-0219,boston-seaport,n008,39,39,Stopped at t junction; parked cars; cars,0,0,0,1380,0,0,366,0,0,284,171809,0,81215,74592,438812,180165
81227a12571240e0b9d537165f57e177,scene-0220,boston-seaport,n008,40,40,Parking lot; parked bikes in bike rack; peds,0,33,11,1242,0,31,414,17,0,181,379424,0,128630,116322,672275,239486
acc29386502047339e1ec6b9c7e512d2,scene-0221,singapore-onenorth,n015,39,39,Pedestrian crossing; stopped vehicle,14,0,39,245,0,0,144,0,0,72,281111,0,140577,341873,209738,797929
129304d659464b0fb3a51c99eaec114a,scene-0222,boston-seaport,n008,40,40,Jaywalkers; traffic police; sitting jaywalkers; parked car and peds,30,11,76,912,12,6,582,36,14,256,380267,94,232451,151103,440860,519926
60111bb5388f4195b98555d4d4b89618,scene-0224,boston-seaport,n008,39,39,Peds crossing crosswalk; arrive at intersection; barrier; ped with backpack; heavy truck,638,0,0,227,0,0,102,72,57,136,222678,5587,54934,274255,169249,692250
eae0cfe3be5f44a5be4f3e2c961397ed,scene-0225,boston-seaport,n008,40,40,Wait at intersection; construction; peds crossing crosswalk; turn right; parking lot,226,0,0,485,0,0,160,80,40,205,274731,6937,104851,150688,128616,589272
7ad327c8827849ed91136bb2d04acec9,scene-0226,boston-seaport,n008,40,40,Heavy veh; turning heavy veh,0,0,0,705,0,0,62,2,36,114,310844,27888,92675,21379,165130,333588
87a71839e68b46da8e91fb5f21b50c1c,scene-0227,boston-seaport,n008,39,39,Heavy traffic flow; stopped at red light,380,0,39,678,0,0,316,0,87,203,421597,44589,120237,22180,261321,62952
aad7d3bf3c7a47ad9cb93d9b92ed38ee,scene-0228,boston-seaport,n008,40,40,Many parked cars; sign trailer; crane; bicyclist on sidewalk; bike rack,160,39,34,419,49,0,204,78,40,11,389415,44564,191078,1163,256718,173363
2755560e05784e5cbc76619793d36e86,scene-0229,boston-seaport,n008,40,40,Many parked cars; delivery van; peds; bicyclist; bridge; bus; truck,0,16,15,798,0,0,146,28,0,131,392858,53110,108277,0,199935,59026
d91c7213cd1c48ae86a30bd82fc4fd25,scene-0230,boston-seaport,n008,40,40,Parked cars; construction zone,0,0,6,979,80,0,315,578,25,98,356844,32686,85808,11873,237772,104502
52678e6091214431bf9f3b41e5eeaa24,scene-0231,boston-seaport,n008,40,40,Wait at stop line; peds crossing crosswalk; construction; excavator,0,0,0,795,120,0,564,915,0,0,204210,30184,45381,26233,308977,192823
7599adab7f3944dc8ac1c88b4f3bb082,scene-0232,boston-seaport,n008,40,40,Wait at stop line; bicycle riding inside construction zone,791,61,0,530,0,0,803,1166,40,149,231673,0,64448,46758,385739,6213
9e7d5adad1514dd79292e9318b7a443c,scene-0233,boston-seaport,n008,40,40,A number of pedestrians crossing; pedestrian with suitcase,0,0,69,603,0,0,1532,169,40,165,139666,890,62438,0,262308,161320
0053e9c440a94c1b84bd9c4223efc4b0,scene-0234,boston-seaport,n008,40,40,Truck; light turns green; peds; parked cars; right turn,95,0,59,714,0,0,1404,83,80,217,528200,19112,268059,4740,373698,386363
fb3aaad97849430cbc32891319c9be10,scene-0235,boston-seaport,n008,39,39,Parked cars; stopped behind the truck; peds; ped on wheelchair,0,0,27,591,0,0,1418,0,0,110,255916,280,197570,5505,284662,481640
2ba06ef7b3b44cbfad6d771981d86af9,scene-0236,boston-seaport,n008,40,40,Peds; congestion; parked cars,0,12,24,605,0,24,2599,41,9,103,442427,0,243559,2199,669609,108919
22daa579e9d54040b3f76a4eeef3a587,scene-0237,boston-seaport,n008,39,39,Overtake heavy truck; stopped at intersection,0,8,0,680,0,0,1135,2,64,65,208063,0,64828,0,458002,23894
724957e51f464a9aa64a16458443786d,scene-0238,boston-seaport,n008,40,40,Many peds; ped with pet; stopped bicycle; truck; cross intersection; car makes a u-turn; lane changing; peds crossing crosswalk; parked bicycle,0,110,0,754,0,19,1657,5,40,80,246934,0,114004,4869,593787,18566
1977a1c98a6c4eb79fbc2a6dc0da9b0f,scene-0239,boston-seaport,n008,40,40,Peds waiting to cross the road; peds crossing; close-up peds,0,100,0,479,0,40,1828,0,40,178,132229,0,59965,203,431804,4172
d865cb18632040fdb4cb06b6e3331cdb,scene-0240,boston-seaport,n008,39,39,Peds crossing road; overtake cars; truck passing by,0,52,0,456,0,33,1701,6,0,153,255515,0,106122,16401,502279,15906
dc9ef63b61394d3d8effeb51919f2144,scene-0241,boston-seaport,n008,40,40,Overtake large truck; peds; parked bicycle,0,51,0,684,0,0,1755,27,78,201,320374,0,100705,6513,695113,11355
19f47b8941094af29b8db20b255717fc,scene-0242,boston-seaport,n008,40,40,Heavy vehs; waiting at intersection for red light; cyclist,594,40,9,705,0,0,208,41,115,168,138531,6003,38344,85374,127462,486725
28e4134bcd664522907277f1ceec2893,scene-0243,boston-seaport,n008,40,40,Semi truck; stopped at red light,0,0,0,520,0,0,248,0,57,285,410945,43850,121709,34646,308172,93117
c9d654d4279c4efa9745a25ba6b373ee,scene-0244,boston-seaport,n008,40,40,Ped walking; stopped at red light,727,0,53,229,0,0,1242,199,0,40,250794,30645,123922,3055,257343,225553
bcb05cffb5814973a6cff4fbdca2b99b,scene-0245,boston-seaport,n008,39,39,Parked cars; peds; bridge; car overtaking ego vehicle; high speed; construction sign board; construction,0,0,3,968,0,0,709,85,0,0,403531,54253,87291,0,174017,41202
d1ac8e27ba8944a4a42a488cf2fedd74,scene-0246,boston-seaport,n008,40,40,Traffic cones; overtake parked car; Construction zone in right; peds crossing,6,9,0,635,2,34,716,813,13,0,396001,20477,117800,38761,371524,194557
93bdbe60d6d0495cbb39d6c811554905,scene-0247,boston-seaport,n008,39,39,Construction vehicle; cone; lots of barriers; construction zone; cluster of pedestrians,1208,54,22,290,74,0,1209,1575,0,114,448164,420,79369,95648,655471,0
36b7b02f0f034f0595e3437a85554151,scene-0248,boston-seaport,n008,40,40,Wait at intersection; many peds,117,0,0,367,0,0,1817,84,0,198,180617,9441,44988,4288,283243,153895
35ecd252b8ee4cbc83376148e192a803,scene-0249,boston-seaport,n008,40,40,Many peds; ped crossing road; parked cars,0,0,0,470,45,0,1636,330,19,120,389306,7306,250380,1697,321869,537129
892ed06c432448fe87ecb5d31756f14a,scene-0250,boston-seaport,n008,40,40,Peds crossing road; bridge,0,8,128,286,19,0,1359,73,0,115,291477,0,70262,2966,421626,131411
75ebb308bea04317adbc25554d5cd7f5,scene-0251,boston-seaport,n008,40,40,Cars; peds; bicycle; heavy traffic,0,61,0,1273,0,33,1298,20,0,114,294071,0,109290,4606,638360,121632
7ca5e90766dc4b7bb6a9b3b0d95c99da,scene-0252,boston-seaport,n008,40,40,Many peds; parked bicycles; jaywalkers; arrive at intersection; cars,20,47,11,554,0,14,1473,23,0,136,309757,163,86452,0,677755,6912
7d6006ae9d8f406aa99756156ea4f70a,scene-0253,boston-seaport,n008,40,40,Moving cars; parked cars; heavy traffic,81,0,0,2267,0,24,197,427,0,607,486365,50127,107479,0,165001,4213
55c853d5aab04850a8059dc95e62c2ad,scene-0254,boston-seaport,n008,40,40,Parked cars; long corridor; parking lot; flag; arrive at intersection,0,0,40,525,0,0,0,281,0,47,561295,27669,72825,43153,480593,194972
6207269cb9474c14b01f9610b2ee30aa,scene-0255,boston-seaport,n008,40,40,Parking lot; turn left,0,9,40,1930,0,0,241,53,36,0,532031,7212,200863,244071,384810,537873
4959ccdac5774a088d0c9e10667f09f1,scene-0256,boston-seaport,n008,39,39,Pass by a jaywalker; parked car; stopped at red light,365,0,25,107,91,0,39,124,4,140,210761,8316,44619,246448,148278,555463
b0be2e24e2234947867c7f555f6f59d2,scene-0257,boston-seaport,n008,40,40,Wait at intersection; heavy trucks; bicyclist,0,18,0,510,0,0,39,0,115,295,200592,36188,60826,1299,95513,294698
aa45d94630be481787f20121ce89a605,scene-0258,boston-seaport,n008,40,40,Parked cars; cone; active cars; construction vehicle,359,14,0,684,51,0,85,539,16,154,454910,32425,110120,21606,267506,104747
5e270cfc71714e2bb94bad445c6159a4,scene-0259,boston-seaport,n008,40,40,Busy intersection; tram bus; construction sign board; many peds; turn right; parked cars,97,0,44,737,0,0,1208,123,0,38,587601,10839,288844,5422,364603,437903
3d42cd90a8184d9ebd3bb85b6416314d,scene-0260,boston-seaport,n008,40,40,Waiting at red light; in front of turning cars; active bicycle in the right,0,135,0,625,0,0,293,0,0,118,143622,0,56834,0,349894,26976
14b96c255dee4a838a8d401302ac2852,scene-0261,boston-seaport,n008,40,40,Ped mending a bus; lots of barriers,866,0,101,418,39,0,117,300,30,72,510474,34243,176108,82524,450132,313651
d654cae175de44319ace178994ed0329,scene-0262,boston-seaport,n008,40,40,Peds crossing; turn right; construction,870,0,27,426,114,36,410,209,0,61,467803,203,144266,35374,447352,253732
cffc45a1565446fab5014afb3da169e8,scene-0263,boston-seaport,n008,40,40,Turning heavy truck; parked cars,2,0,0,582,5,0,33,84,87,307,482345,655,97869,133409,299800,416018
9833ac6de5ae418f9e6d0eeb58e72beb,scene-0264,boston-seaport,n008,40,40,Parked cars; parked bicycles,0,33,0,1267,0,51,170,14,0,115,502301,0,145749,127558,585366,268742
c3ab8ee2c1a54068a72d7eb4cf22e43d,scene-0268,singapore-onenorth,n015,39,39,Construction zone; stopped at red light; parked cars,0,53,0,448,39,14,173,18,0,0,398743,11956,104951,301523,423646,194093
9f1f69646d644e35be4fe0122a8b91ef,scene-0269,singapore-onenorth,n015,40,40,Parked bicycles; peds sitting outside the restaurant; parked scooter,32,129,0,170,30,27,713,57,0,10,235440,1325,138831,215922,315359,819375
2ca15f59d656489a8b1a0be4d9bead4e,scene-0270,singapore-onenorth,n015,40,40,Peds; pedestrian walk on the roadside; motorcycles,357,0,0,644,26,82,355,8,0,40,328933,0,85534,291501,189503,915474
8180a1dbbba3479bb0c7f4ff6e9a3f0e,scene-0271,singapore-onenorth,n015,39,39,Overtake parked car; parked bicycle,0,77,24,137,0,39,76,0,0,0,257934,0,209412,477987,465047,428654
080a52cb8f59489b9cddc7b721808088,scene-0272,singapore-onenorth,n015,39,39,Stopped for oncoming car; motorcycle,0,54,0,154,0,39,149,0,0,0,349071,4053,206855,655065,404769,740359
1aa633b683174280b243e0a9a7ad9171,scene-0273,singapore-onenorth,n015,39,39,Barriers; peds loading car trunk; luggage on sidewalk; parked bicycles; lane change,559,48,0,162,0,0,107,0,0,0,320222,0,169089,382593,272321,759067
9709626638f5406f9f773348150d02fd,scene-0274,singapore-onenorth,n015,40,40,Peds; construction zone; construction workers; barriers; cars; jaywalker,1096,18,78,119,40,32,1128,344,0,19,322315,36926,134881,251645,482996,629452
8377abf77f464a9cb62eacf63f383422,scene-0275,singapore-onenorth,n015,40,40,Peds; bus; barriers; stopped at intersection,792,6,40,335,0,27,849,72,0,0,385776,21324,105369,210216,310843,542978
201b7c65a61f4bc1a2333ea90ba9a932,scene-0276,singapore-onenorth,n015,40,40,Intersection; peds; cars; scooter; parked bicycle,604,13,64,358,63,128,1802,221,0,36,414779,20119,66191,128182,403477,495010
848ac962547c4508b8f3b0fcc8d53270,scene-0277,singapore-onenorth,n015,40,40,Jaywalker; peds; parked bike,0,41,0,416,0,5,1160,36,0,20,296495,16633,101032,183126,527065,307112
91f797db8fb34ae5b32ba85eecae47c9,scene-0278,singapore-onenorth,n015,40,40,Motorcycle suddenly rushes out; truck; peds,0,0,0,512,0,40,313,43,0,162,370331,14127,71321,319141,488240,342312
2d8e61ea27fd419ba9b708488e3f2f10,scene-0283,boston-seaport,n008,40,40,Parking lot; right turn; approach policeman handling traffic,34,0,0,1781,0,0,110,59,0,502,790707,0,184456,164312,172612,678531
4284a8d9b40d42edb9725543db91381e,scene-0284,boston-seaport,n008,39,39,Police lets us pass; left turn; ped stand beside the parked car; parking lot,0,0,0,1201,26,0,146,13,0,111,497454,1286,190230,147215,451923,416060
26540bfbab79463cb1ba76b52ec6013b,scene-0285,boston-seaport,n008,40,40,Cross intersection; construction; barriers; construction worker walking along the barriers,1321,0,0,659,75,0,121,82,37,145,388264,6852,88481,154172,250754,286168
363bb6c0fdaf465aa54c39f082bb92c6,scene-0286,boston-seaport,n008,40,40,Wait at intersection; turn right; follow and overtake truck and bus,195,0,40,931,20,0,38,99,141,234,546308,21461,93232,106542,163609,522135
ab8bf18dfce14db4b8213b88f5dc1429,scene-0287,boston-seaport,n008,40,40,Overtake heavy truck; stopped motorcycle; parking lot; peds; arrive at intersection,12,0,17,647,24,8,77,19,107,236,567577,64440,163706,41613,320108,191370
5ab815cbcfee494499e41151890d6d8f,scene-0288,boston-seaport,n008,40,40,Ped crossing; crane crossing intersection; two big trucks moving; moving construction vehicle,0,0,0,395,0,0,200,0,103,151,317233,44199,109144,4475,252617,51922
9a442b0f6b7a41568b3e4f7b7ba58402,scene-0289,boston-seaport,n008,40,40,Dense traffic; car overtaking us; digital traffic sign; parked cars; bike rack,250,0,0,445,1,0,211,187,29,39,503558,52193,193272,1620,256795,94818
bd850592cd2541288b177b8e20baa31e,scene-0290,boston-seaport,n008,40,40,Light turns green at busy intersection; big street; parked cars,0,0,10,692,0,0,170,39,0,79,392336,45254,125904,48,258368,168970
59ff984c3143486da7d2c4ffec023b36,scene-0291,boston-seaport,n008,39,39,Big street; construction; SUV overtaking,217,0,13,849,29,10,45,614,30,36,389541,37212,78169,30959,213860,99974
7ef04cdbd04c4b67a22f59502cb8fac6,scene-0292,boston-seaport,n008,40,40,Lane change; construction,0,0,0,341,58,10,329,1263,0,106,497407,255,127347,85393,635575,16119
6308d6d934074a028fc3145eedf3e65f,scene-0293,boston-seaport,n008,40,40,Construction; parked cars,1390,0,21,293,52,0,414,1170,19,172,384318,7088,44615,154878,647827,0
5c2fc0a595c9435cb08e30700c63f9e9,scene-0294,boston-seaport,n008,39,39,Bridge; skateboarder; wheelchair; peds; truck; arrive at intersection; parked cars,0,0,6,246,25,0,509,54,0,101,322553,29673,68951,0,329590,107446
63252988084b4943a50734990c47e039,scene-0295,boston-seaport,n008,40,40,Wait at intersection; cars and trucks coming from both sides,40,14,40,480,40,0,829,193,0,91,121163,6545,53905,3809,263547,148085
1a819a84e3494177b47bea8c7f0770ec,scene-0296,boston-seaport,n008,40,40,Wait at intersection; cyclist crossing intersection,38,80,40,421,0,0,891,172,0,69,380219,6966,135864,747,305906,224167
3bc4553925494890a21ef7a15c40eaed,scene-0297,boston-seaport,n008,39,39,Right turn; peds crossing; cross intersection; cyclist,39,68,57,711,78,0,626,107,0,65,434962,15904,245154,7353,350851,345213
84f4c0747550493f959595dae6785cd3,scene-0298,boston-seaport,n008,39,39,Turn right; cross bridge; peds,12,0,39,396,0,0,529,0,0,49,449006,63,212553,2790,383910,364014
7f8714d8ca814914bf4ff3ed30123db5,scene-0299,boston-seaport,n008,40,40,Cross bridge; peds; ban; parked bicycle,0,14,40,254,0,17,1001,26,0,8,429657,0,159234,103,515182,46788
da783af4b5124333911684dbaf31d969,scene-0300,boston-seaport,n008,40,40,Bike rack; peds walking; parked cars; jaywalker,0,41,40,1096,0,66,692,51,0,120,331299,360,107172,4347,665897,97464
85a9c262809d4ac49d2a9b1f8a1487e8,scene-0301,boston-seaport,n008,40,40,Arrive at intersection; ped loading car trunk; ped with dog crossing crosswalk; bus,0,0,40,416,0,0,245,0,0,60,184599,0,59831,0,382591,21876
c6da5920d2bc459bb3bc51ee6b9fdd7e,scene-0302,boston-seaport,n008,40,40,Huge parking lot; dense traffic,512,0,40,2081,0,25,128,346,0,340,536057,38071,136216,506,237469,9032
9a0d2af517ff44f587c93254ee657215,scene-0303,boston-seaport,n008,40,40,Cross intersection; construction; large group of cones,1356,0,40,141,18,0,222,879,0,141,387471,16989,32532,21574,875466,36
f123185f3bb64faebc08d4453aec2659,scene-0304,boston-seaport,n008,39,39,Cross intersection; turning truck; parked truck,403,0,28,472,23,0,57,212,126,296,662984,53840,166854,76517,503729,118729
8c7dfcee70754286959b80c6cfe2d246,scene-0305,boston-seaport,n008,40,40,Barriers; parked cars,1196,0,0,313,14,0,105,257,80,156,302475,9130,94993,29689,473373,362832
7540f31d12f1439db67a50be7726c70d,scene-0306,boston-seaport,n008,40,40,Parked cars; bicyclist waiting in the middle of the intersection,227,35,0,621,0,58,394,207,100,210,460558,19503,240486,44220,461394,766966
dbe2eceb3e4649289366f674c2ba4274,scene-0315,singapore-queenstown,n015,39,39,Peds; bus stop; oncoming cars; parked lot; bump; slope,0,0,0,407,0,0,46,109,0,0,667171,1220,261112,633197,288866,511729
c74a3a7265ae45f99f65628fbd7cd2a4,scene-0316,singapore-queenstown,n015,39,39,Parked bicycles; ped; cars at opp lane,0,80,38,79,0,0,172,0,0,32,418235,8704,155825,716317,175023,722998
fc9068b303e448a6bbcefd37204386a9,scene-0317,singapore-queenstown,n015,39,39,Bus drops off passenger; overtake bus; peds; bus at roundabout; jaywalker,0,15,89,72,0,0,691,0,0,0,257654,0,59160,145397,336291,608917
4b48dfc43a3f411b88a71031d77e5696,scene-0318,singapore-queenstown,n015,39,39,Buses; overtake bus; peds; motorcycles,0,0,78,129,0,27,413,0,0,14,240051,7053,133999,398119,407343,453687
69ee276c40644ddbb7fe21c613cd7689,scene-0321,boston-seaport,n008,40,40,Ped; heavy traffic flow; peds; parked car,447,35,40,361,0,0,262,210,15,79,478579,39472,182119,48383,295791,100075
53484b9d012842bb98719a9d12b038ca,scene-0323,boston-seaport,n008,40,40,Several peds crossing road at crosswalk,40,33,31,383,0,0,2090,40,40,102,200792,0,104827,0,248054,199232
13c6a31ab85547b08dab2544024553a8,scene-0324,boston-seaport,n008,40,40,Parked cars; cones; reduce speed for traffic light,598,0,0,2175,0,0,55,372,0,144,579162,42307,95141,0,176367,981
cc9d6954dc6448359fc1e8aeafc5f760,scene-0328,boston-seaport,n008,39,39,Jaywalker; parked cars; right turn; right turn,121,0,0,1051,0,65,72,17,40,135,704465,0,135124,44545,337781,425088
5eaff323af5b4df4b864dbd433aeb75c,scene-0329,boston-seaport,n008,39,39,Parked trucks; parked cars; avoid parked truck; ped; turn right,261,0,0,678,0,0,39,92,145,431,385228,0,112789,155316,269829,257968
3927699fa562451a98bb13bf8405361d,scene-0330,boston-seaport,n008,39,39,Ped walking along the road; bus stops with waiting passenger; dense parked cars at the left,0,0,17,346,0,0,123,47,12,129,454035,3682,107731,106393,322069,337929
9d1307e95c524ca4a51e03087bd57c29,scene-0331,boston-seaport,n008,39,39,Heavy truck; container; turn left,0,0,11,811,38,0,75,33,576,328,619154,18612,84553,68703,177271,486422
93608f0d57794ba6b014314c488e2b4a,scene-0332,boston-seaport,n008,40,40,Peds crossing; parked cars,0,32,0,1270,0,16,324,5,0,171,393094,0,118262,84784,559097,296754
6d872d1448814fd189e631b1187c3771,scene-0344,singapore-onenorth,n015,40,40,Wait at intersection; construction; bus; scooter,1021,0,40,272,39,34,637,433,0,29,170133,0,30494,67196,249491,294183
fcc020250f884397965ba00c1d9ad9e6,scene-0345,singapore-onenorth,n015,39,39,Cross the intersection; construction; scooter; turn right; parked buses; navigated through traffic cones,1245,12,70,449,30,17,567,787,0,42,573346,53682,74917,241365,363418,592085
