scene_token,name,part,location,vehicle,num_samples,anchor_for,description
3289046b886f4c98a676bd7e6a3c6ef1,scene-0886,8,boston-seaport,n008,41,,Rain; peds; truck; ships; cones; parked cars; barriers; arrive at intersection
782f9486adbd4546a492e69b6697ef70,scene-0891,8,boston-seaport,n008,40,,Rain; parking lot; parked bicycles; parked cars; bicycle rack; turn left; peds; ped crossing crosswalk; cross intersection; barriers
2131d9fd2c48418081875019e35cf6a2,scene-0892,8,boston-seaport,n008,40,,Rain; parked cars; barriers; peds; parked bicycle; parked scooter; bicycle rack; parking lot; crossing intersection
3014465d5958427aac89c4f15b6050dd,scene-0893,8,boston-seaport,n008,40,,Rain; parked cars; peds; cross intersection; cones; ped crossing crosswalk; parked bicycles; cones
65cfdc10a42e499ea704c617e077afe0,scene-0894,9,boston-seaport,n008,40,,Rain; parked cars; peds; cones; jaywalker; parked bicycle; turn left
fd4ef697de684d0a8e016a8f8ae61193,scene-0896,9,boston-seaport,n008,40,,Rain; parked cars; peds; construction; fence; flooded road; construction vehicle; truck; parked motorcycles; narrow street; bus; parking lot
4c5c675340d14cd88a65b5e22eb9c9c1,scene-0901,9,boston-seaport,n008,41,,Rain; parked cars; parking lot; peds; ped crossing crosswalk
727214583a2a478094d4f093d20c7060,scene-0902,9,boston-seaport,n008,40,,Rain; parked cars; parked bicycle; parked scooter; bus; cones; peds
c164a8e8e8b8489f964f711f472789be,scene-0904,9,boston-seaport,n008,41,,Rain; parked cars; bus; peds; barriers; cross intersection; ped crossing crosswalk; construction site; cones; scooter; arrive at intersection
d3b86ca0a17840109e9e049b3dd40037,scene-0905,9,boston-seaport,n008,40,,Rain; construction site; barriers; cones; peds crossing crosswalk; ship; parked cars; truck; peds; large truck
dce6f3f2bf6b4859abcf3268581969d3,scene-0906,9,boston-seaport,n008,41,,Rain; parked cars; parked bicycle; peds; cones; cross intersection; parking lot; turning right
7e8ff24069ff4023ac699669b2c920de,scene-0909,9,boston-seaport,n008,40,,Rain; ped; cones; parked cars; construction site; construction vehicle; parking lot; barriers
a7d073bc435b4356a0a9a5ebfb61f229,scene-0910,9,boston-seaport,n008,40,,Rain; parked cars; sign trailer; construction; construction vehicle; crane; cones; truck; ped with umbrella; cross intersection; bicycle; peds crossing crosswalk; bicyclist; potential jaywalkers
55b3a17359014f398b6bbd90e94a8e1b,scene-0913,9,boston-seaport,n008,40,barrier,Rain; parked cars; semi trailers; barriers; construction vehicle; parking lot; parked buses
a2b005c4dd654af48194ada18662c8ca,scene-0914,9,boston-seaport,n008,41,,Rain; parking lot; bicycle rack; buses; jaywalker; parked scooter; arrive at intersection
3a2d9bf6115f40898005d1c1df2b7282,scene-0915,9,boston-seaport,n008,41,,Rain; parked cars; turn left; peds; bus; truck; ped crossing crosswalk; suitcase; cones
325cef682f064c55a255f2625c533b75,scene-0916,9,singapore-queenstown,n015,41,motorcycle,Parking lot; bicycle rack; parked bicycles; bus; many peds; parked scooters; parked motorcycle
696a45dbd11346b794fdce43fa0a1770,scene-0925,9,singapore-queenstown,n015,40,,Wait; peds crossing crosswalk; bus
209e9e9c3a2e4a399c44b6aa8be659d6,scene-0945,9,singapore-onenorth,n015,41,,Enter road; turn left; workers; construction; construction vehicle; bus; back up to avoid cone; turn left; many peds
8461c1125eaf46c7abaf4ee18e8c4ee6,scene-0949,9,singapore-onenorth,n015,40,,Parking lot; barriers; people at parking lot; parked bicycle; cones; peds; jaywalker
a4fe925930de41489b12b85b77d2f0cb,scene-0952,9,singapore-onenorth,n015,40,,Parked vehicles; construction worker; parked bicycle; peds; parked vehicles; jaywalkers; ped carrying object; ped with backpack; cross intersection
2086743226764f268fe8d4b0b7c19590,scene-0962,9,singapore-onenorth,n015,41,,Bus; many peds; changing lane; parked van; cones; low traffic
4efbf4c0b77f467385fc2e19da45c989,scene-0963,9,singapore-onenorth,n015,40,const_veh,Motorcycle; wait at intersection; cones; cars; bus
c92fdd793fbb4401b12782a9b8d4a499,scene-0966,9,singapore-onenorth,n015,41,,Many peds; construction; peds unloading trucks; narrow road; avoidance; parked scooter; parking lot; parked bicycles
aacd6706a091407fb1b0e5343d27da7e,scene-0969,9,singapore-onenorth,n015,40,motorcycle,Cones; cars; many peds; changing lane; parking lot; parked cars; parked motorcycles
a2e8f126913b4f72909e06d881dc5a8b,scene-0980,9,singapore-onenorth,n015,41,,Construction; many peds; lane blocked; switch lane; workers; bicycle rack; truck; parked scooter
2422d2652f4f42298a389a6e0dfef307,scene-0981,9,singapore-onenorth,n015,41,,Construction workers; cones; many barrier; truck; construction vehicle; many peds; wait; barriers; construction zone
8fe2dd6f533646b39c8e81316597c52b,scene-0982,9,singapore-onenorth,n015,41,,Truck; barrier; many peds; cones; cars; wait behind intersection; construction vehicle; arrive at intersection
76c632788f8c4516bef1c4297f2002f6,scene-0983,9,singapore-onenorth,n015,40,,Construction vehicle; cones; peds crossing crosswalk; peds on sidewalk; motorcycle; parked bicycles
242ac1b59fec4e0c9c200ffca81775e2,scene-0998,9,singapore-queenstown,n015,40,,Night; roundabout; bus; ped crossing crosswalk
6e820d4c44b74793aacd0c7091488865,scene-1005,9,singapore-queenstown,n015,40,,Night; bus; peds; crosswalk; parking lot
29dee0b8210b410a9b3421f0cb39019f,scene-1014,10,singapore-queenstown,n015,41,,Night; bump; cars; turn right; bus; peds; ped in dark
f0f7132494bc4045a21868aca13b56f9,scene-1016,10,singapore-queenstown,n015,40,,Night; peds; bus stop; bump; ped crossing crosswalk; bus
34a9823fac0d4b9db30898e00b5f9f9c,scene-1017,10,singapore-queenstown,n015,40,,Night; ped; cars; bump; scooter; congestion
d4d2faa310a748dda508d15c6d5c4244,scene-1019,10,singapore-queenstown,n015,40,,Night; scooter; light; peds crossing crosswalk; bus stop
fee7ac5f5c1e4943877cd20d6e069427,scene-1021,10,singapore-queenstown,n015,40,,Night; peds in dark; arrive at intersection; bus
19640fe4b6894f97b16e0faad51432b4,scene-1024,10,singapore-queenstown,n015,40,,Night; peds; bus
f634de95cc7043b8b38ceaac67d472cf,scene-1044,10,singapore-hollandvillage,n015,41,,Night; motorcycles; dense traffic; congestion; arrive at intersection
8d8728879b89405eba3f8ce1af138cb2,scene-1045,10,singapore-hollandvillage,n015,41,,Night; wait at intersection; dense traffic; motorcycles; truck
4f679c8f8f6d4f5d8466253dda4733ba,scene-1046,10,singapore-hollandvillage,n015,40,,Night; wait at intersection; dense traffic; motorcycle; bus
2175d0e84f224ea69907e5c338bde395,scene-1048,10,singapore-hollandvillage,n015,40,,Night; dense traffic; congestion; motorcycle; turn right
e631037169574c67944176bf079ee75c,scene-1050,10,singapore-hollandvillage,n015,40,,Night; many trash cans; followed by scooter; bus; truck; parked bicycle; bus stop; motorcycle; high speed
4ed628299b1e45a3a73704e8cf8287a9,scene-1053,10,singapore-hollandvillage,n015,41,,Night; rain; bump; peds; congestion; parked car
d29527ec841045d18d04a933e7a0afd2,scene-1069,10,singapore-hollandvillage,n015,40,,Night; truck; congestion; parked bicycle
0dae482684ce4cd69a7258f55bc98d73,scene-1071,10,singapore-hollandvillage,n015,40,,Night; scooters; peds; parked bicycle; bus stop; cross intersection;  ped with bag near road
865c607c8ef44f13b39744a0de110740,scene-1074,10,singapore-hollandvillage,n015,40,,Night; rain; high speed; bus stop; bus; peds; parked bicycle
d25718445d89453381c659b9c8734939,scene-1077,10,singapore-hollandvillage,n015,41,,Night; big street; bus stop; high speed; construction vehicle
26c089d84086473e87607ae5c6ae85c6,scene-1081,10,singapore-hollandvillage,n015,40,,Night; rain; big street; congestion; cars; scooter; arrive at intersection
affb0caa5d2948f98cee5c42c7aefc1c,scene-1084,10,singapore-hollandvillage,n015,41,,Night; scooter; peds; bus stop; parked cars; wait
8d267899e2e843d4905fafd1f12c0a20,scene-1085,10,singapore-hollandvillage,n015,41,,Night; many peds; parked bicycles; turn left; parked scooters; congestion; peds with bags; cars in parking garage on second floor; trash cans
1be49200788d4e38ae4496b27b233ccb,scene-1093,10,singapore-hollandvillage,n015,41,,Night; wait at intersection; peds crossing crosswalk; peds sidewalk; personal mobility device
de7d80a1f5fb4c3e82ce8a4f213b450a,scene-1094,10,singapore-hollandvillage,n015,40,,Night; after rain; many peds; PMD; ped with bag; jaywalker; truck; scooter
a2b64d02c5fa4b9bab671a97561b6b33,scene-1095,10,singapore-hollandvillage,n015,40,,Night; rain; lane change; cross intersection; scooter; bus; arrive at intersection
9771da5dd7bb4657be34365619e39dab,scene-1096,10,singapore-hollandvillage,n015,41,,Night; wait at intersection; peds crossing crosswalk; scooter
3ace9decdd1f4ea0915b9862c95ca128,scene-1097,10,singapore-hollandvillage,n015,40,,Night; scooter; start at intersection; turn right; ped crossing crosswalk; bus
cdeb0e85e43e481a87b2251351e10c2f,scene-1098,10,singapore-hollandvillage,n015,40,,Night; peds; scooter; bus; waiting at intersection
b57e1a48e584451f8f966ab083c8d07d,scene-1099,10,singapore-hollandvillage,n015,40,,Night; wait at busy intersection; peds; scooter on sidewalk; attempt to turn right
e233467e827140efa4b42d2b4c435855,scene-1100,10,singapore-hollandvillage,n015,40,,Night; peds in sidewalk; peds cross crosswalk; scooter; PMD; difficult lighting
cfa36eca40364e5bb15f550a077a21c5,scene-1101,10,singapore-hollandvillage,n015,40,,Night; buses; peds; rain; right turn
04e5f089805540a5a9e73c1b7c54ee8c,scene-1102,10,singapore-hollandvillage,n015,40,,Night; rain; scooter; cars; high speed; cross intersection; arrive at intersection
e3b6fe9201c64334be311d4249a0c80e,scene-1104,10,singapore-hollandvillage,n015,41,,Night; truck; rain; cross intersection
89f20737ec344aa48b543a9e005a38ca,scene-1107,10,singapore-hollandvillage,n015,41,,Night; rain; high speed; scooter; dense traffic at other lane
d3c39710e9da42f48b605824ce2a1927,scene-1108,10,singapore-hollandvillage,n015,40,,Night; wet front camera; rain; bus; wait at intersection; scooters
57146b2ebf10432f84b15a3038fe1755,scene-1110,10,singapore-hollandvillage,n015,40,,Night; rain; bus; turn right; peds; bus stop
