scene_token,name,description,location,vehicle,num_samples,duration_s,part,night,rain,construction,pedestrians,busy,turn,parked,bikes,trucks
04061484361145f5ac6f90a5103b84a6,scene-0194,"Parked car starts to move, two bicycles lying in grass, construction zone, speed reduce, peds",singapore-onenorth,n015,40,19.40061,2,False,False,False,True,False,False,True,False,False
b487d499e93e44caaf6c3dc884225fa2,scene-0195,"Narrow road, bus, reduce speed for stopped car, peds",singapore-onenorth,n015,40,19.19877,2,False,False,False,True,False,False,False,False,True
6bb64043c9db4f51b7a69e7260ed4f6e,scene-0196,"Nature, cross intersection, bus, bus stop, truck turning",singapore-onenorth,n015,40,19.349191,2,False,False,False,False,False,True,False,False,True
c324de94562d41498a2d4b7d51c5ce78,scene-0199,"Parked cars, ped",boston-seaport,n008,40,19.501796,2,False,False,False,True,False,False,True,False,False
670e01eb31b64b509db5290531254203,scene-0200,"Parked cars, parking lot",boston-seaport,n008,39,19.05001,2,False,False,False,False,False,False,True,False,False
53c92676ef334011bd4689494ac11fa0,scene-0202,"Parked cars, jaywalker, peds, parked bicycle",boston-seaport,n008,39,19.000272,2,False,False,False,True,False,False,True,True,False
8e1f7ff7dc9940da8eeca3c06ae1aa4d,scene-0203,"Construction, bus, turn right, crane, parked cars, ped crossing crosswalk, ped with backpack, parking lot",boston-seaport,n008,40,19.300536,2,False,False,False,True,False,True,True,False,True
5e30d846d2344ec2addfb664799d1899,scene-0204,"Parked cars, peds in sidewalk, narrow road",boston-seaport,n008,39,19.049452,2,False,False,False,True,False,False,True,False,False
fc61f52dcc1b4def95a278665d23af00,scene-0206,"Parked cars, peds, ped with luggage",boston-seaport,n008,39,19.050014,2,False,False,False,True,False,False,True,False,False
210add02013a4dfa84b7c5e23058781f,scene-0207,"Heavy veh, peds, stopped by a truck",boston-seaport,n008,40,19.299996,2,False,False,False,True,False,False,False,False,True
1959c8f440a340fda3ea2cac0ac528ec,scene-0208,Stopped at stop line,boston-seaport,n008,40,19.499557,2,False,False,False,False,False,False,False,False,False
875e9b8b63b54263ba1edeb21faadea8,scene-0209,"Heavy vehicles, container",boston-seaport,n008,39,19.049473,2,False,False,False,False,False,False,False,False,False
2e3c0f308fcf4664bf7994053d7080b9,scene-0210,"Parked vehicles, construction vehicle, container, peds, excavator, cranes, parking lot, turn left, worker sitting on trunk of pickup truck",boston-seaport,n008,40,19.250753,2,False,False,False,True,False,True,True,False,True
ed22649f50454a6ab71356780b2a2454,scene-0211,"Parked cars, construction area, construction vehicles",boston-seaport,n008,39,19.051191,2,False,False,False,False,False,False,True,False,False
1ecfbad2023f4b17b542801a21375e3f,scene-0212,"Parked cars, oncoming heavy veh",boston-seaport,n008,40,19.298305,2,False,False,False,False,False,False,True,False,False
69295e26c8d146de94ea5307d8d74819,scene-0213,"Jaywalkers, peds, approaching intersection",boston-seaport,n008,39,19.0495,2,False,False,False,True,False,True,False,False,False
2bbff07f5b4248eab483ddcf91cfa848,scene-0214,"Parked truck, ped, sitting peds, parked cars, overtake at t junction",boston-seaport,n008,39,19.000829,2,False,False,False,True,False,False,True,False,True
febc1800b9ed432d96aee5ecf0156831,scene-0218,"Parking lot, walking peds, close-up peds, not moving",boston-seaport,n008,40,19.30115,2,False,False,False,True,False,False,False,False,False
bc8f2774ff4946d3965a807a6aa1b64f,scene-0219,"Stopped at t junction, parked cars, cars",boston-seaport,n008,39,19.048846,2,False,False,False,False,False,False,True,False,False
81227a12571240e0b9d537165f57e177,scene-0220,"Parking lot, parked bikes in bike rack, peds",boston-seaport,n008,40,19.500144,3,False,False,False,True,False,False,True,True,False
acc29386502047339e1ec6b9c7e512d2,scene-0221,"Pedestrian crossing, stopped vehicle",singapore-onenorth,n015,39,19.100425,3,False,False,False,True,False,False,False,False,False
129304d659464b0fb3a51c99eaec114a,scene-0222,"Jaywalkers, traffic police, sitting jaywalkers, parked car and peds",boston-seaport,n008,40,19.350295,3,False,False,False,True,False,False,True,False,False
60111bb5388f4195b98555d4d4b89618,scene-0224,"Peds crossing crosswalk, arrive at intersection, barrier, ped with backpack, heavy truck",boston-seaport,n008,39,19.150689,3,False,False,True,True,False,True,False,False,True
eae0cfe3be5f44a5be4f3e2c961397ed,scene-0225,"Wait at intersection, construction, peds crossing crosswalk, turn right, parking lot",boston-seaport,n008,40,19.350303,3,False,False,False,True,False,True,False,False,False
7ad327c8827849ed91136bb2d04acec9,scene-0226,"Heavy veh, turning heavy veh",boston-seaport,n008,40,19.100249,3,False,False,False,False,False,True,False,False,False
87a71839e68b46da8e91fb5f21b50c1c,scene-0227,"Heavy traffic flow, stopped at red light",boston-seaport,n008,39,19.056049,3,False,False,False,False,True,False,False,False,False
aad7d3bf3c7a47ad9cb93d9b92ed38ee,scene-0228,"Many parked cars, sign trailer, crane, bicyclist on sidewalk, bike rack",boston-seaport,n008,40,19.399518,3,False,False,False,False,False,False,True,True,True
2755560e05784e5cbc76619793d36e86,scene-0229,"Many parked cars, delivery van, peds, bicyclist, bridge, bus, truck",boston-seaport,n008,40,19.40061,3,False,False,False,True,False,False,True,False,True
d91c7213cd1c48ae86a30bd82fc4fd25,scene-0230,"Parked cars, construction zone",boston-seaport,n008,40,19.399534,3,False,False,False,False,False,False,True,False,False
52678e6091214431bf9f3b41e5eeaa24,scene-0231,"Wait at stop line, peds crossing crosswalk, construction, excavator",boston-seaport,n008,40,19.349732,3,False,False,False,True,False,False,False,False,False
7599adab7f3944dc8ac1c88b4f3bb082,scene-0232,"Wait at stop line, bicycle riding inside construction zone",boston-seaport,n008,40,19.400616,3,False,False,False,False,False,False,False,True,False
9e7d5adad1514dd79292e9318b7a443c,scene-0233,"A number of pedestrians crossing, pedestrian with suitcase",boston-seaport,n008,40,19.497929,3,False,False,False,True,False,False,False,False,False
0053e9c440a94c1b84bd9c4223efc4b0,scene-0234,"Truck, light turns green, peds, parked cars, right turn",boston-seaport,n008,40,19.349145,3,False,False,False,True,False,True,True,False,True
fb3aaad97849430cbc32891319c9be10,scene-0235,"Parked cars, stopped behind the truck, peds, ped on wheelchair",boston-seaport,n008,39,19.001434,3,False,False,False,True,False,False,True,False,True
2ba06ef7b3b44cbfad6d771981d86af9,scene-0236,"Peds, congestion, parked cars",boston-seaport,n008,40,19.501712,3,False,False,False,True,True,False,True,False,False
22daa579e9d54040b3f76a4eeef3a587,scene-0237,"Overtake heavy truck, stopped at intersection",boston-seaport,n008,39,19.150665,3,False,False,False,False,False,True,False,False,True
724957e51f464a9aa64a16458443786d,scene-0238,"Many peds, ped with pet, stopped bicycle, truck, cross intersection, car makes a u-turn, lane changing, peds crossing crosswalk, parked bicycle",boston-seaport,n008,40,19.099746,3,False,False,False,True,False,True,True,True,True
1977a1c98a6c4eb79fbc2a6dc0da9b0f,scene-0239,"Peds waiting to cross the road, peds crossing, close-up peds",boston-seaport,n008,40,19.396752,3,False,False,False,True,False,False,False,False,False
d865cb18632040fdb4cb06b6e3331cdb,scene-0240,"Peds crossing road, overtake cars, truck passing by",boston-seaport,n008,39,19.250011,3,False,False,False,True,False,False,False,False,True
dc9ef63b61394d3d8effeb51919f2144,scene-0241,"Overtake large truck, peds, parked bicycle",boston-seaport,n008,40,19.399959,3,False,False,False,True,False,False,True,True,True
19f47b8941094af29b8db20b255717fc,scene-0242,"Heavy vehs, waiting at intersection for red light, cyclist",boston-seaport,n008,40,19.501806,3,False,False,False,False,False,True,False,False,False
28e4134bcd664522907277f1ceec2893,scene-0243,"Semi truck, stopped at red light",boston-seaport,n008,40,19.250221,3,False,False,False,False,False,False,False,False,True
c9d654d4279c4efa9745a25ba6b373ee,scene-0244,"Ped walking, stopped at red light",boston-seaport,n008,40,19.44976,3,False,False,False,True,False,False,False,False,False
bcb05cffb5814973a6cff4fbdca2b99b,scene-0245,"Parked cars, peds, bridge, car overtaking ego vehicle, high speed, construction sign board, construction",boston-seaport,n008,39,19.250761,3,False,False,False,True,False,False,True,False,False
d1ac8e27ba8944a4a42a488cf2fedd74,scene-0246,"Traffic cones, overtake parked car, Construction zone in right, peds crossing",boston-seaport,n008,40,19.448162,3,False,False,False,True,False,False,True,False,False
93bdbe60d6d0495cbb39d6c811554905,scene-0247,"Construction vehicle, cone, lots of barriers, construction zone, cluster of pedestrians",boston-seaport,n008,39,19.100928,3,False,False,True,True,False,False,False,False,True
36b7b02f0f034f0595e3437a85554151,scene-0248,"Wait at intersection, many peds",boston-seaport,n008,40,19.502922,3,False,False,False,True,False,True,False,False,False
35ecd252b8ee4cbc83376148e192a803,scene-0249,"Many peds, ped crossing road, parked cars",boston-seaport,n008,40,19.450404,3,False,False,False,True,False,False,True,False,False
892ed06c432448fe87ecb5d31756f14a,scene-0250,"Peds crossing road, bridge",boston-seaport,n008,40,19.50068,3,False,False,False,True,False,False,False,False,False
75ebb308bea04317adbc25554d5cd7f5,scene-0251,"Cars, peds, bicycle, heavy traffic",boston-seaport,n008,40,19.499582,3,False,False,False,True,True,False,False,True,False
7ca5e90766dc4b7bb6a9b3b0d95c99da,scene-0252,"Many peds, parked bicycles, jaywalkers, arrive at intersection, cars",boston-seaport,n008,40,19.249668,3,False,False,False,True,False,True,True,False,False
7d6006ae9d8f406aa99756156ea4f70a,scene-0253,"Moving cars, parked cars, heavy traffic",boston-seaport,n008,40,19.50016,3,False,False,False,False,True,False,True,False,False
55c853d5aab04850a8059dc95e62c2ad,scene-0254,"Parked cars, long corridor, parking lot, flag, arrive at intersection",boston-seaport,n008,40,19.499606,3,False,False,False,False,False,True,True,False,False
6207269cb9474c14b01f9610b2ee30aa,scene-0255,"Parking lot, turn left",boston-seaport,n008,40,19.451488,3,False,False,False,False,False,True,False,False,False
4959ccdac5774a088d0c9e10667f09f1,scene-0256,"Pass by a jaywalker, parked car, stopped at red light",boston-seaport,n008,39,19.200415,3,False,False,False,False,False,False,True,False,False
b0be2e24e2234947867c7f555f6f59d2,scene-0257,"Wait at intersection, heavy trucks, bicyclist",boston-seaport,n008,40,19.499007,3,False,False,False,False,False,True,False,False,False
aa45d94630be481787f20121ce89a605,scene-0258,"Parked cars, cone, active cars, construction vehicle",boston-seaport,n008,40,19.399648,3,False,False,True,False,False,False,True,False,True
5e270cfc71714e2bb94bad445c6159a4,scene-0259,"Busy intersection, tram bus, construction sign board, many peds, turn right, parked cars",boston-seaport,n008,40,19.499047,3,False,False,False,True,True,True,True,False,True
3d42cd90a8184d9ebd3bb85b6416314d,scene-0260,"Waiting at red light, in front of turning cars, active bicycle in the right",boston-seaport,n008,40,19.50074,3,False,False,False,False,False,True,False,True,False
14b96c255dee4a838a8d401302ac2852,scene-0261,"Ped mending a bus, lots of barriers",boston-seaport,n008,40,19.448709,3,False,False,False,True,False,False,False,False,True
d654cae175de44319ace178994ed0329,scene-0262,"Peds crossing, turn right, construction",boston-seaport,n008,40,19.500694,3,False,False,False,True,False,True,False,False,False
cffc45a1565446fab5014afb3da169e8,scene-0263,"Turning heavy truck, parked cars",boston-seaport,n008,40,19.500134,3,False,False,False,False,False,True,True,False,True
9833ac6de5ae418f9e6d0eeb58e72beb,scene-0264,"Parked cars, parked bicycles",boston-seaport,n008,40,19.248019,3,False,False,False,False,False,False,True,False,False
c3ab8ee2c1a54068a72d7eb4cf22e43d,scene-0268,"Construction zone, stopped at red light, parked cars",singapore-onenorth,n015,39,19.149554,3,False,False,False,False,False,False,True,False,False
9f1f69646d644e35be4fe0122a8b91ef,scene-0269,"Parked bicycles, peds sitting outside the restaurant, parked scooter",singapore-onenorth,n015,40,19.249652,3,False,False,False,True,False,False,True,True,False
2ca15f59d656489a8b1a0be4d9bead4e,scene-0270,"Peds, pedestrian walk on the roadside, motorcycles",singapore-onenorth,n015,40,19.49958,3,False,False,False,True,False,False,False,False,False
8180a1dbbba3479bb0c7f4ff6e9a3f0e,scene-0271,"Overtake parked car, parked bicycle",singapore-onenorth,n015,39,19.099249,3,False,False,False,False,False,False,True,True,False
080a52cb8f59489b9cddc7b721808088,scene-0272,"Stopped for oncoming car, motorcycle",singapore-onenorth,n015,39,19.202623,3,False,False,False,False,False,False,False,True,False
1aa633b683174280b243e0a9a7ad9171,scene-0273,"Barriers, peds loading car trunk, luggage on sidewalk, parked bicycles, lane change",singapore-onenorth,n015,39,19.499052,3,False,False,False,True,False,False,True,False,False
9709626638f5406f9f773348150d02fd,scene-0274,"Peds, construction zone, construction workers, barriers, cars, jaywalker",singapore-onenorth,n015,40,19.351417,3,False,False,False,True,False,False,False,False,False
8377abf77f464a9cb62eacf63f383422,scene-0275,"Peds, bus, barriers, stopped at intersection",singapore-onenorth,n015,40,19.250785,3,False,False,False,True,False,True,False,False,True
201b7c65a61f4bc1a2333ea90ba9a932,scene-0276,"Intersection, peds, cars, scooter, parked bicycle",singapore-onenorth,n015,40,19.398937,3,False,False,False,True,False,True,True,True,False
848ac962547c4508b8f3b0fcc8d53270,scene-0277,"Jaywalker, peds, parked bike",singapore-onenorth,n015,40,19.14843,3,False,False,False,True,False,False,True,True,False
91f797db8fb34ae5b32ba85eecae47c9,scene-0278,"Motorcycle suddenly rushes out, truck, peds",singapore-onenorth,n015,40,19.500691,3,False,False,False,True,False,False,False,True,True
2d8e61ea27fd419ba9b708488e3f2f10,scene-0283,"Parking lot, right turn, approach policeman handling traffic",boston-seaport,n008,40,19.449275,3,False,False,False,False,False,True,False,False,False
4284a8d9b40d42edb9725543db91381e,scene-0284,"Police lets us pass, left turn, ped stand beside the parked car, parking lot",boston-seaport,n008,39,19.100898,3,False,False,False,True,False,True,True,False,False
26540bfbab79463cb1ba76b52ec6013b,scene-0285,"Cross intersection, construction, barriers, construction worker walking along the barriers",boston-seaport,n008,40,19.500148,3,False,False,False,False,False,True,False,False,False
363bb6c0fdaf465aa54c39f082bb92c6,scene-0286,"Wait at intersection, turn right, follow and overtake truck and bus",boston-seaport,n008,40,19.499061,3,False,False,False,False,False,True,False,False,True
ab8bf18dfce14db4b8213b88f5dc1429,scene-0287,"Overtake heavy truck, stopped motorcycle, parking lot, peds, arrive at intersection",boston-seaport,n008,40,19.500165,3,False,False,False,True,False,True,False,True,True
5ab815cbcfee494499e41151890d6d8f,scene-0288,"Ped crossing, crane crossing intersection, two big trucks moving, moving construction vehicle",boston-seaport,n008,40,19.499585,3,False,False,False,True,False,True,False,False,True
9a442b0f6b7a41568b3e4f7b7ba58402,scene-0289,"Dense traffic, car overtaking us, digital traffic sign, parked cars, bike rack",boston-seaport,n008,40,19.499044,3,False,False,False,False,False,False,True,True,False
bd850592cd2541288b177b8e20baa31e,scene-0290,"Light turns green at busy intersection, big street, parked cars",boston-seaport,n008,40,19.400068,3,False,False,False,False,True,True,True,False,False
59ff984c3143486da7d2c4ffec023b36,scene-0291,"Big street, construction, SUV overtaking",boston-seaport,n008,39,19.100353,3,False,False,False,False,False,False,False,False,False
7ef04cdbd04c4b67a22f59502cb8fac6,scene-0292,"Lane change, construction",boston-seaport,n008,40,19.449823,3,False,False,False,False,False,False,False,False,False
6308d6d934074a028fc3145eedf3e65f,scene-0293,"Construction, parked cars",boston-seaport,n008,40,19.451512,3,False,False,False,False,False,False,True,False,False
5c2fc0a595c9435cb08e30700c63f9e9,scene-0294,"Bridge, skateboarder, wheelchair, peds, truck, arrive at intersection, parked cars",boston-seaport,n008,39,19.149012,3,False,False,False,True,False,True,True,False,True
63252988084b4943a50734990c47e039,scene-0295,"Wait at intersection, cars and trucks coming from both sides",boston-seaport,n008,40,19.500708,3,False,False,False,False,False,True,False,False,False
1a819a84e3494177b47bea8c7f0770ec,scene-0296,"Wait at intersection, cyclist crossing intersection",boston-seaport,n008,40,19.400077,3,False,False,False,True,False,True,False,False,False
3bc4553925494890a21ef7a15c40eaed,scene-0297,"Right turn, peds crossing, cross intersection, cyclist",boston-seaport,n008,39,19.100916,3,False,False,False,True,False,True,False,False,False
84f4c0747550493f959595dae6785cd3,scene-0298,"Turn right, cross bridge, peds",boston-seaport,n008,39,19.09838,3,False,False,False,True,False,True,False,False,False
7f8714d8ca814914bf4ff3ed30123db5,scene-0299,"Cross bridge, peds, ban, parked bicycle",boston-seaport,n008,40,19.500142,3,False,False,False,True,False,False,True,True,False
da783af4b5124333911684dbaf31d969,scene-0300,"Bike rack, peds walking, parked cars, jaywalker",boston-seaport,n008,40,19.452027,3,False,False,False,True,False,False,True,True,False
85a9c262809d4ac49d2a9b1f8a1487e8,scene-0301,"Arrive at intersection, ped loading car trunk, ped with dog crossing crosswalk, bus",boston-seaport,n008,40,19.34865,3,False,False,False,True,False,True,False,False,True
c6da5920d2bc459bb3bc51ee6b9fdd7e,scene-0302,"Huge parking lot, dense traffic",boston-seaport,n008,40,19.500706,3,False,False,False,False,False,False,False,False,False
9a0d2af517ff44f587c93254ee657215,scene-0303,"Cross intersection, construction, large group of cones",boston-seaport,n008,40,19.500681,3,False,False,False,False,False,True,False,False,False
f123185f3bb64faebc08d4453aec2659,scene-0304,"Cross intersection, turning truck, parked truck",boston-seaport,n008,39,19.250284,3,False,False,False,False,False,True,True,False,True
8c7dfcee70754286959b80c6cfe2d246,scene-0305,"Barriers, parked cars",boston-seaport,n008,40,19.500716,3,False,False,False,False,False,False,True,False,False
7540f31d12f1439db67a50be7726c70d,scene-0306,"Parked cars, bicyclist waiting in the middle of the intersection",boston-seaport,n008,40,19.448716,3,False,False,False,False,False,True,True,False,False
dbe2eceb3e4649289366f674c2ba4274,scene-0315,"Peds, bus stop, oncoming cars, parked lot, bump, slope",singapore-queenstown,n015,39,19.050597,3,False,False,False,True,False,False,True,False,True
c74a3a7265ae45f99f65628fbd7cd2a4,scene-0316,"Parked bicycles, ped, cars at opp lane",singapore-queenstown,n015,39,19.047815,3,False,False,False,True,False,False,True,False,False
fc9068b303e448a6bbcefd37204386a9,scene-0317,"Bus drops off passenger, overtake bus, peds, bus at roundabout, jaywalker",singapore-queenstown,n015,39,19.051159,3,False,False,False,True,False,False,False,False,True
4b48dfc43a3f411b88a71031d77e5696,scene-0318,"Buses, overtake bus, peds, motorcycles",singapore-queenstown,n015,39,19.049474,3,False,False,False,True,False,False,False,False,True
69ee276c40644ddbb7fe21c613cd7689,scene-0321,"Ped, heavy traffic flow, peds, parked car",boston-seaport,n008,40,19.25023,3,False,False,False,True,True,False,True,False,False
53484b9d012842bb98719a9d12b038ca,scene-0323,Several peds crossing road at crosswalk,boston-seaport,n008,40,19.25075,3,False,False,False,True,False,False,False,False,False
13c6a31ab85547b08dab2544024553a8,scene-0324,"Parked cars, cones, reduce speed for traffic light",boston-seaport,n008,40,19.500121,4,False,False,False,False,False,False,True,False,False
cc9d6954dc6448359fc1e8aeafc5f760,scene-0328,"Jaywalker, parked cars, right turn, right turn",boston-seaport,n008,39,19.098483,4,False,False,False,False,False,True,True,False,False
5eaff323af5b4df4b864dbd433aeb75c,scene-0329,"Parked trucks, parked cars, avoid parked truck, ped, turn right",boston-seaport,n008,39,19.050028,4,False,False,False,True,False,True,True,False,True
3927699fa562451a98bb13bf8405361d,scene-0330,"Ped walking along the road, bus stops with waiting passenger, dense parked cars at the left",boston-seaport,n008,39,19.001926,4,False,False,False,True,False,False,True,False,True
9d1307e95c524ca4a51e03087bd57c29,scene-0331,"Heavy truck, container, turn left",boston-seaport,n008,39,19.050511,4,False,False,False,False,False,True,False,False,True
93608f0d57794ba6b014314c488e2b4a,scene-0332,"Peds crossing, parked cars",boston-seaport,n008,40,19.501255,4,False,False,False,True,False,False,True,False,False
6d872d1448814fd189e631b1187c3771,scene-0344,"Wait at intersection, construction, bus, scooter",singapore-onenorth,n015,40,19.499622,4,False,False,False,False,False,True,False,True,True
fcc020250f884397965ba00c1d9ad9e6,scene-0345,"Cross the intersection, construction, scooter, turn right, parked buses, navigated through traffic cones",singapore-onenorth,n015,39,19.19983,4,False,False,False,False,False,True,True,True,False
a499ee875da34e2b9655afb999edb8a9,scene-0346,"Cross intersection, scooter, nature, peds crossing",singapore-onenorth,n015,40,19.399842,4,False,False,False,True,False,True,False,True,False
af128e79b77a4a4b8bfcd997c320b2a9,scene-0347,"Avoid parked cars, lane change, stop at intersection, ped",singapore-onenorth,n015,39,19.05002,4,False,False,False,True,False,True,True,False,False
566311b8201e416f9f99463656dcadce,scene-0348,"Turn right, bus, peds, narrow street",singapore-onenorth,n015,40,19.250743,4,False,False,False,True,False,True,False,False,True
c24317a5c0cb4f5c9fd31740eb1152f2,scene-0349,"Cones, parked car blocking ego vehicle, wait and overtake",singapore-onenorth,n015,39,19.150106,4,False,False,False,False,False,False,True,False,False
d825d5544592463e8c138473502dfeea,scene-0350,"Nature, parked truck, peds, peds with luggage, sitting ped, parked bicycles, bridge, taxi, concrete truck, turn left, stopped truck",singapore-onenorth,n015,39,19.249108,4,False,False,False,True,False,True,True,False,True
a99120daccb24bcd941b33e6e03bf718,scene-0351,"Turn left, parked bus, concrete truck, turn left",singapore-onenorth,n015,40,19.400599,4,False,False,False,False,False,True,True,False,True
1d914f73a4a243c3acac50d24f083aac,scene-0352,"Follow concrete truck, construction, traffic cones on the opposite side of the road",singapore-onenorth,n015,40,19.400079,4,False,False,False,False,False,False,False,False,True
6746ba640c0e45c7961efbe6af51757e,scene-0353,"Start at intersection, cross intersection, construction, parked bicycle, stop at intersection",singapore-onenorth,n015,39,19.149544,4,False,False,False,False,False,True,True,True,False
312102fd97de4bd4859374946e24ccdc,scene-0354,"Start at intersection, truck, bus, construction zone, parked bicycle",singapore-onenorth,n015,39,19.149585,4,False,False,False,False,False,True,True,True,True
2f093cad7209436aa06e103bfe062857,scene-0355,"Construction worker, construction, blocking us, then giving sign to start",singapore-onenorth,n015,39,19.151222,4,False,False,False,False,False,False,False,False,False
7bcc4753bdb64d2cb407b55cc4e4527f,scene-0356,"Arrive at intersection, construction, digger turning, peds crossing, bus",singapore-onenorth,n015,39,19.150088,4,False,False,False,True,False,True,False,False,True
f0294478e1994642bac453f1e84610df,scene-0357,"Wait at intersection, digger turning, peds, construction, worker putting down cones",singapore-onenorth,n015,41,19.549932,4,False,False,False,True,False,True,False,False,False
2121cc12888e47ce856dc5391f202594,scene-0358,"Wait at intersection, construction, heavy vehicle reversing, several peds waiting for crossing",singapore-onenorth,n015,40,19.499595,4,False,False,False,True,False,True,False,False,False
2987b4494fcc4639bdd6d714a94b2c72,scene-0359,"Bus stop, parked bicycle, sparsely populated with peds, parking lot",singapore-onenorth,n015,40,19.500151,4,False,False,False,True,False,False,True,True,True
cf10376382b74af1975be86f7190df20,scene-0360,"Parking lot, worker cleaning, garbage, traffic cones, knocked over traffic cone",singapore-onenorth,n015,40,19.648873,4,False,False,True,False,False,False,False,False,False
212b65c558254e2084489bf76e371e1a,scene-0361,"Parking lot, turn left, cone",singapore-onenorth,n015,40,19.551558,4,False,False,True,False,False,True,False,False,False
4098aaf3c7074e7d87285e2fc95369e0,scene-0362,"Ped, parking lot, parked scooter, turn left",singapore-onenorth,n015,40,19.648891,4,False,False,False,True,False,True,True,True,False
88084e0150d64dd1949a9cf1493e5188,scene-0363,"Turn right, oncoming scooter, parked trucks",singapore-onenorth,n015,41,19.899393,4,False,False,False,False,False,True,True,True,False
f13bd38bf9b64d579a63d4e7d750f592,scene-0364,"Followed by scooter, peds, bus stop, parked trucks, bus stop, parked bicycles, bicyclist",singapore-onenorth,n015,40,19.550987,4,False,False,False,True,False,False,True,True,True
8dd4349e80c345afac455cf76074f028,scene-0365,"Jaywalker, offloading truck, parked bicycle",singapore-onenorth,n015,40,19.549923,4,False,False,False,False,False,False,True,True,True
792b78f6cbcf413c821cb591630cddfb,scene-0366,"Weirdly stopped car, turn right at intersection, ped crossing",singapore-onenorth,n015,40,19.399489,4,False,False,False,True,False,True,False,False,False
4ea72ee843914a6cbd755e39f2489156,scene-0367,"Buses, turn right",singapore-onenorth,n015,40,19.350292,4,False,False,False,False,False,True,False,False,False
54cdaaae372d421fa4734d66f51a8c48,scene-0368,Arrive at busy intersection,singapore-onenorth,n015,40,19.549925,4,False,False,False,False,True,True,False,False,False
a1b51c02d8414856a86c0c37e4789c2f,scene-0369,"Start at busy intersection, turn right, multiple scooters crossing",singapore-onenorth,n015,40,19.65056,4,False,False,False,True,True,True,False,False,False
105c227c304b4cb18e98a5be6b2d8302,scene-0370,"Parked truck, cones, sitting peds, peds, chicken on the road",singapore-onenorth,n015,40,19.500153,4,False,False,False,True,False,False,True,False,True
17302a41218442ffbb0b094adb0669ab,scene-0371,"Peds, parked bus, oncoming scooter, parked bicycles, parked trucks, buses, wait at intersection",singapore-onenorth,n015,40,19.499599,4,False,False,False,True,False,True,True,True,True
b68cfa7e0bd64bd395fd922d750cfdd2,scene-0372,"Turn left, peds, parked bicycle, bus stop",singapore-onenorth,n015,40,19.398948,4,False,False,False,True,False,True,True,True,True
10dfdae842b543938a230f25a1e9f934,scene-0373,"Parking lot, peds, construction, a car doing reverse parking",singapore-onenorth,n015,40,19.550457,4,False,False,False,True,False,False,False,False,False
7463b2d752f0464f803b07a945ee7c5a,scene-0374,"Parking lot, vehicle reverses into parking spot",singapore-onenorth,n015,41,19.799284,4,False,False,False,False,False,False,False,False,False
28d385e6db0e495da3a606b58e2432f0,scene-0375,"Parking lot, turn right, peds",singapore-onenorth,n015,40,19.499061,4,False,False,False,True,False,True,False,False,False
f05ec45554f842ccb523caf326750f13,scene-0376,"Parking lot, peds, oncoming scooter",singapore-onenorth,n015,41,19.649967,4,False,False,False,True,False,False,False,True,False
0cc28fe2c1064fb9a51f1647c28ca564,scene-0377,"Lane change, cyclist on side walk, construction, left turn",singapore-onenorth,n015,40,19.400065,4,False,False,False,False,False,True,False,False,False
fdf4384c1fce4a16aad939d8417bccd6,scene-0378,"Construction zone, excavator, workers, nature, parked buses, ped",singapore-onenorth,n015,40,19.499596,4,False,False,False,True,False,False,True,False,False
90d616aaefc4429380388205ebb23398,scene-0379,"Parked cars, tricycle, narrow road, overtake, sitting peds, passed by electric vehicle",singapore-onenorth,n015,39,19.000265,4,False,False,False,True,False,False,True,False,False
1c89941a6935484182ca19eddcd3bc77,scene-0380,"Parked cars, give way for oncoming vehicle",singapore-onenorth,n015,41,19.851275,4,False,False,False,False,False,False,True,False,False
eba4b7c19b5f48289e105937d03e5222,scene-0381,"Ped crossing, peds, construction, parked bicycles, turn right",singapore-onenorth,n015,40,19.651629,4,False,False,False,True,False,True,True,False,False
2dc89e0f9c6c4dbab908d341fab020c6,scene-0382,"Turn left, parking lot, peds, parked motorcycles",singapore-onenorth,n015,40,19.500704,4,False,False,False,True,False,True,True,False,False
e0a22086a94f48e5bbd4c4e7916b2106,scene-0383,"Peds sitting, turn left, parked bicycle, jaywalker",singapore-onenorth,n015,40,19.499554,4,False,False,False,True,False,True,True,True,False
25f40f7316954a3e978e24d691e1a117,scene-0384,"Pass vehicles, turn right, person getting off scooter",singapore-onenorth,n015,40,19.500137,4,False,False,False,False,False,True,False,True,False
d0de3bf834b747179080898725b0f21d,scene-0385,"Turn left, construction, peds, parked bicycle, turn left",singapore-onenorth,n015,40,19.700915,4,False,False,False,True,False,True,True,True,False
11058d54abcd4829828523040372ce05,scene-0386,"Start at intersection, turn right, scooter, peds",singapore-onenorth,n015,40,19.498464,4,False,False,False,True,False,True,False,True,False
3359935281a34136992997acab7cdddd,scene-0388,"Cross intersection, bridge, arrive at intersection",boston-seaport,n008,41,19.748973,4,False,False,False,False,False,True,False,False,False
a5887dd5d6d947e4af581b915716d51c,scene-0389,"Go straight, parked cars, dense traffic, bicycle rack, truck with empty trailer",boston-seaport,n008,40,19.55045,4,False,False,False,False,False,False,True,True,True
6295f0119c5c44d8a75e0016517a172d,scene-0390,"Go straight, parked cars, bendy bus",boston-seaport,n008,40,19.650564,4,False,False,False,False,False,False,True,False,True
