pick_order,scene_token,name,part,location,vehicle,num_samples,anchor_for,night,rain,construction,busy,description,th_barrier,th_bicycle,th_bus,th_car,th_const_veh,th_motorcycle,th_pedestrian,th_traffic_cone,th_trailer,th_truck,vx_drive_surf,vx_other_flat,vx_sidewalk,vx_terrain,vx_manmade,vx_vegetation
110,36e3167610cc48eabcaad06a72479ac7,scene-0462,5,boston-seaport,n008,41,,False,True,True,False,Rain; cross intersection; parking lot; construction vehicle,57,0,0,730,64,0,20,115,6,290,314710,57690,147005,89144,328673,345459
111,6746ba640c0e45c7961efbe6af51757e,scene-0353,4,singapore-onenorth,n015,39,,False,False,True,False,Start at intersection; cross intersection; construction; parked bicycle; stop at intersection,393,58,0,266,101,9,140,37,0,81,348397,1776,152206,255465,234017,673580
112,03a8a37d5d444674bae34336e78ac39d,scene-0855,8,singapore-queenstown,n015,41,,False,False,True,False,Ped on sidewalk; turn right; truck; cars; cross intersection; buses; motorcycle; cones; slope,0,0,97,418,0,41,78,3,0,67,615609,700,125823,317799,215796,849313
113,f68ef41fbd1142d3a74f71be605a2227,scene-0698,7,boston-seaport,n008,41,,False,False,True,False,Pullable object; peds on sidewalk; parked cars; parking lot; truck; arrive at intersection; cone,399,6,14,1491,88,0,116,112,56,166,380999,909,132089,73892,376903,188986
114,57146b2ebf10432f84b15a3038fe1755,scene-1110,10,singapore-hollandvillage,n015,40,,True,True,False,False,Night; rain; bus; turn right; peds; bus stop,0,4,80,654,0,0,457,0,0,0,756823,9703,53714,442902,465239,764494
115,7540f31d12f1439db67a50be7726c70d,scene-0306,3,boston-seaport,n008,40,,False,False,False,False,Parked cars; bicyclist waiting in the middle of the intersection,227,35,0,621,0,58,394,207,100,210,460558,19503,240486,44220,461394,766966
116,6b6a24b7ae6b40ee95d60918f7f4cb2e,scene-0873,8,boston-seaport,n008,40,,False,True,False,False,Rain; waiting at intersection; jaywalkers; peds; parking lot; bus,250,40,17,1463,0,0,187,127,0,120,126523,0,39734,0,243135,6275
117,2422d2652f4f42298a389a6e0dfef307,scene-0981,9,singapore-onenorth,n015,41,,False,False,True,False,Construction workers; cones; many barrier; truck; construction vehicle; many peds; wait; barriers; construction zone,1543,0,41,199,75,41,401,273,0,82,221639,11166,112957,124554,250671,458980
118,cb0cd06a1dd84271968466d7b65e48f8,scene-0067,1,boston-seaport,n008,40,,False,False,True,False,Exit construction; ped on crosswalk; construction workers; parking lot,0,0,40,826,80,0,387,914,14,220,363702,0,227272,199885,296876,645700
119,240d15482599449a9bd0432fbfa688ab,scene-0428,5,singapore-queenstown,n015,41,,False,False,True,True,Avoid congestion; drive uphill; barriers; peds in sidewalk,39,0,99,409,0,20,166,0,0,0,1067568,756,307590,1029633,365847,1074263
120,affb0caa5d2948f98cee5c42c7aefc1c,scene-1084,10,singapore-hollandvillage,n015,41,,True,False,False,False,Night; scooter; peds; bus stop; parked cars; wait,0,14,86,699,0,73,600,0,0,0,567162,3312,171753,245123,656317,588309
121,13be0238abba499e95ba4e6404b22223,scene-0875,8,boston-seaport,n008,40,,False,True,True,False,Rain; wait at intersection; construction; truck turning,826,0,0,463,40,0,187,1118,37,76,149388,33960,11351,21177,604323,3953
122,a6ebe93557f24cf9bcf613dbff0aab24,scene-0686,7,boston-seaport,n008,41,,False,False,False,False,Many peds; jaywalkers; wait at intersection; peds crossing crosswalk; bicycle; stroller,0,41,41,401,0,0,1504,60,0,123,340167,0,190231,10057,263333,289599
123,69ee276c40644ddbb7fe21c613cd7689,scene-0321,3,boston-seaport,n008,40,,False,False,False,True,Ped; heavy traffic flow; peds; parked car,447,35,40,361,0,0,262,210,15,79,478579,39472,182119,48383,295791,100075
124,fdf4384c1fce4a16aad939d8417bccd6,scene-0378,4,singapore-onenorth,n015,40,,False,False,True,False,Construction zone; excavator; workers; nature; parked buses; ped,222,23,74,48,27,0,194,204,0,66,379740,371,93078,426758,275356,457556
125,a5003bf9af8545a3a4c7f1f5604e8d3b,scene-0851,8,singapore-queenstown,n015,40,,False,False,True,False,Cones; cross intersection; construction vehicle; truck; many peds,410,0,0,281,41,0,45,122,0,96,376366,19001,145183,213464,375721,769452
126,fd4ef697de684d0a8e016a8f8ae61193,scene-0896,9,boston-seaport,n008,40,,False,True,True,False,Rain; parked cars; peds; construction; fence; flooded road; construction vehicle; truck; parked motorcycles; narrow street; bus; parking lot,8,0,32,565,19,62,109,137,0,82,214354,48206,45750,1895,630630,31878
127,433a14f8dcf5457fb2c4def5c749122a,scene-0057,1,singapore-onenorth,n015,39,,False,False,False,False,Jaywalkers; parked bike and scooter; parked car on the main road,21,29,32,152,0,34,358,18,0,70,845848,3621,373792,350689,523664,695704
128,fb20ca9935c4439e8125ba830abcf9dc,scene-0712,7,boston-seaport,n008,40,,False,False,True,False,Cones; cars; peds on sidewalk; truck; construction vehicle; arrive at intersection; cross intersection; change lane; pole; bridge,1680,16,46,524,40,0,778,1430,0,90,328834,18108,65731,116201,637057,0
129,1be49200788d4e38ae4496b27b233ccb,scene-1093,10,singapore-hollandvillage,n015,41,,True,False,False,False,Night; wait at intersection; peds crossing crosswalk; peds sidewalk; personal mobility device,0,34,0,449,0,5,1635,0,0,41,168055,0,113343,25529,511513,438720
130,30e77a3561ce4f1bb4fd90e322ea29d7,scene-0066,1,boston-seaport,n008,39,,False,False,True,True,Parking lots; parked truck; construction; congestion; worker directing traffic; passing cars,0,0,77,1925,78,0,257,553,38,132,270110,0,120976,38154,273136,281727
131,d0de3bf834b747179080898725b0f21d,scene-0385,4,singapore-onenorth,n015,40,,False,False,True,False,Turn left; construction; peds; parked bicycle; turn left,918,22,0,244,37,16,171,265,0,30,458086,43496,73958,249597,394175,544860
132,e209e66ff7834490b212c16cb12a1ce9,scene-0719,7,boston-seaport,n008,40,,False,False,True,False,Jaywalkers; parked cars; parked trucks; cones; wait at intersection; peds on sidewalk; turn right; cross crosswalk; motorcycle,0,0,0,656,0,40,846,106,0,80,380051,0,149708,2141,357383,304062
133,2a721a8d80e04e4e82709e6150f5196a,scene-0437,5,singapore-queenstown,n015,40,,False,False,False,False,Low traffic; cross intersection; crosswalk; truck; bus,66,0,8,14,0,0,16,26,0,19,317513,18934,110662,137034,420846,642739
134,c4ab236557c8423caa8add5fb48a0898,scene-0596,6,boston-seaport,n008,41,,False,True,False,False,Rain; wait at intersection; start at intersection; peds; large truck; dog; turn left,57,0,24,981,0,18,195,71,22,111,182119,15123,138129,71167,227410,1069042
135,04061484361145f5ac6f90a5103b84a6,scene-0194,2,singapore-onenorth,n015,40,,False,False,True,False,Parked car starts to move; two bicycles lying in grass; construction zone; speed reduce; peds,492,55,21,271,111,6,264,321,0,22,303377,0,126951,359892,261575,577924
136,bebf5f5b2a674631ab5c88fd1aa9e87a,scene-0655,6,boston-seaport,n008,41,,False,False,False,False,Parking lot; parked cars; jaywalker; bendy bus; gardening vehicles,0,0,57,1631,80,0,151,236,19,199,411530,0,143985,78311,408440,187135
137,865c607c8ef44f13b39744a0de110740,scene-1074,10,singapore-hollandvillage,n015,40,,True,True,False,False,Night; rain; high speed; bus stop; bus; peds; parked bicycle,0,7,7,139,0,0,27,0,0,16,247378,33845,270162,253539,285011,709333
138,eae0cfe3be5f44a5be4f3e2c961397ed,scene-0225,3,boston-seaport,n008,40,,False,False,True,False,Wait at intersection; construction; peds crossing crosswalk; turn right; parking lot,226,0,0,485,0,0,160,80,40,205,274731,6937,104851,150688,128616,589272
139,60111bb5388f4195b98555d4d4b89618,scene-0224,3,boston-seaport,n008,39,,False,False,True,False,Peds crossing crosswalk; arrive at intersection; barrier; ped with backpack; heavy truck,638,0,0,227,0,0,102,72,57,136,222678,5587,54934,274255,169249,692250
140,4f679c8f8f6d4f5d8466253dda4733ba,scene-1046,10,singapore-hollandvillage,n015,40,,True,False,False,False,Night; wait at intersection; dense traffic; motorcycle; bus,0,0,80,776,0,48,39,0,0,80,181990,27388,7604,32229,210483,421529
141,ea68050d37ea40688241b2dc361ec886,scene-0852,8,singapore-queenstown,n015,41,,False,False,False,False,Many peds; jaywalkers; cars; parked motorcycle; truck; arrive at intersection,0,0,1,218,0,19,489,38,0,89,349983,18139,152199,143514,399751,683536
142,e8bda599a2d44d76a7692caeacb1ba6e,scene-0668,7,boston-seaport,n008,41,,False,False,True,False,Parked bus; crane; construction,208,4,17,1333,11,1,66,136,28,223,378644,1343,90324,111211,336644,187247
143,f123185f3bb64faebc08d4453aec2659,scene-0304,3,boston-seaport,n008,39,,False,False,False,False,Cross intersection; turning truck; parked truck,403,0,28,472,23,0,57,212,126,296,662984,53840,166854,76517,503729,118729
144,2f093cad7209436aa06e103bfe062857,scene-0355,4,singapore-onenorth,n015,39,,False,False,True,False,Construction worker; construction; blocking us; then giving sign to start,1220,0,48,595,78,0,2163,872,0,51,215329,8936,109726,163125,296042,402075
145,5890face846e47a899246159b7c30bd7,scene-0538,6,boston-seaport,n008,41,,False,False,False,False,Ton of pedestrians in park; parking lot; parked motorcycles; parked bicycles; jaywalkers,0,41,26,762,0,137,1157,0,99,137,416379,0,296264,220028,265990,578781
146,e233467e827140efa4b42d2b4c435855,scene-1100,10,singapore-hollandvillage,n015,40,,True,False,False,False,Night; peds in sidewalk; peds cross crosswalk; scooter; PMD; difficult lighting,0,0,75,378,0,101,402,0,0,0,187986,13079,115030,181676,555491,489953
147,c133e78e55ae487c821803a3b183d1ab,scene-0696,7,boston-seaport,n008,40,,False,False,True,False,Cones; parked cars; ped crossing crosswalk,43,0,0,1333,32,19,101,348,0,75,406033,13206,164770,101838,452278,412049
148,0287702725184161af95373198546a59,scene-0587,6,boston-seaport,n008,41,,False,True,False,False,Rain; wait at intersection; truck,450,0,0,533,41,0,81,260,56,255,90386,11017,49213,116261,143905,399697
149,88abbe4f3b37466791b2ae58490044d9,scene-0427,5,singapore-queenstown,n015,41,,False,False,False,True,Parking lot; many peds; bump; buses; congestion,0,0,96,452,0,8,691,0,0,21,134931,7826,109267,329802,475589,199565
150,23e33c8bba1f411ba5871dc074f8dbf8,scene-0705,7,boston-seaport,n008,40,,False,False,False,False,Wait at intersection; truck; peds crossing crosswalk; ped on sidewalk; bicycles on sidewalk; cyclists,146,78,0,510,39,0,123,117,4,65,235007,55553,70644,4161,247606,38407
151,e3b6fe9201c64334be311d4249a0c80e,scene-1104,10,singapore-hollandvillage,n015,41,,True,True,False,False,Night; truck; rain; cross intersection,0,0,32,629,0,56,0,0,0,66,343604,12368,22571,103429,377363,627173
152,a2e8f126913b4f72909e06d881dc5a8b,scene-0980,9,singapore-onenorth,n015,41,,False,False,True,False,Construction; many peds; lane blocked; switch lane; workers; bicycle rack; truck; parked scooter,890,0,14,104,19,16,429,561,0,103,345793,5438,154680,284277,576798,575634
153,f0f120e4d4b0441da90ec53b16ee169d,scene-0578,6,boston-seaport,n008,41,,False,True,False,False,Rain; cross intersection,815,0,19,128,13,0,11,17,103,425,291216,7431,21761,260038,395065,339293
154,ff6af17f52c34e9c9958c64e41fb3786,scene-0658,7,boston-seaport,n008,40,,False,False,False,False,Wait at intersection; peds crossing crosswalk; scooter; turn left; heavy truck; bus stop,0,0,0,425,30,27,203,9,14,49,416174,0,162380,167828,393553,402453
155,aee27b55da77468ba444357348f5cf88,scene-0507,5,boston-seaport,n008,41,,False,False,True,False,Parked cars; peds; construction zone; oncoming truck; peds walking on road,535,30,0,761,66,21,333,189,19,203,418196,1546,164505,4656,526933,282342
156,7deb4760e2244f32b57f9d631b535b66,scene-0006,1,singapore-onenorth,n015,40,,False,False,True,False,Sitting construction worker; parked bicycle; ped walking along road; construction vehicle; worker sitting on back of van,1364,49,0,98,46,9,310,104,0,69,781309,42,109502,744847,280655,930572
157,38b3010304734913bb148d17ebbc352b,scene-0645,6,boston-seaport,n008,41,,False,True,False,False,Rain; parked cars; wait at intersection; ped crossing crosswalk; turn right; truck,0,0,0,477,23,0,65,43,112,416,346901,0,117176,32157,470895,268236
158,261e8288cf5647e396ab584e210e4ba1,scene-0439,5,singapore-queenstown,n015,41,,False,False,False,False,Parking lot; peds; parked bicycle,29,4,0,340,21,106,75,61,0,37,929488,64758,315005,394945,373200,942075
159,4c5c675340d14cd88a65b5e22eb9c9c1,scene-0901,9,boston-seaport,n008,41,,False,True,False,False,Rain; parked cars; parking lot; peds; ped crossing crosswalk,31,0,24,2829,0,3,114,95,19,105,257139,1609,140114,77330,412992,178532
160,0e247ba64b9d4a34a7256b6c173b1b5d,scene-0816,8,boston-seaport,n008,41,,False,True,True,False,Rain; cones; cars; barrier; trailers; trucks; peds on sidewalk; cross roundabout; bird,553,0,0,406,0,0,159,80,245,156,407904,28154,144935,89665,405077,182946
161,54cdaaae372d421fa4734d66f51a8c48,scene-0368,4,singapore-onenorth,n015,40,,False,False,False,True,Arrive at busy intersection,955,0,0,349,11,0,25,150,0,119,426220,6596,99311,419557,166149,187954
162,26540bfbab79463cb1ba76b52ec6013b,scene-0285,3,boston-seaport,n008,40,,False,False,True,False,Cross intersection; construction; barriers; construction worker walking along the barriers,1321,0,0,659,75,0,121,82,37,145,388264,6852,88481,154172,250754,286168
163,28db6ee9a8d34e9e88e741817b6733c1,scene-0591,6,boston-seaport,n008,41,,False,True,False,False,Rain; cross intersection; wait at intersection; statues,0,0,72,441,4,1,34,86,56,165,316708,45888,131732,42369,631106,409767
164,d25718445d89453381c659b9c8734939,scene-1077,10,singapore-hollandvillage,n015,41,,True,False,True,False,Night; big street; bus stop; high speed; construction vehicle,145,0,28,713,11,12,0,0,0,0,412770,0,118740,87609,290697,759471
165,9a1188aba4bf458c8220818a6c0be55a,scene-0058,1,singapore-onenorth,n015,39,,False,False,True,False,Construction; strange cleaning vehicle parked on our lane,814,43,0,321,50,30,131,49,0,96,394198,0,95460,414629,182864,1156188
166,64a3a2d22172406c848f2a92275808ba,scene-0465,5,boston-seaport,n008,41,,False,True,True,False,Rain; start at intersection; wet ground; traffic cone loaded on a truck; car overtaking us,419,23,0,306,0,0,35,260,0,147,332121,54554,94288,21808,281855,131559
167,66461d94f2e44d39a90843ff2dce11e8,scene-0594,6,boston-seaport,n008,40,,False,True,False,False,Rain; turn right; arrive at intersection; big trucks,411,0,0,452,12,0,146,307,76,156,369956,7991,130198,30168,921242,67199
168,ced236f5da704cbcb41249bb6ecc8b68,scene-0401,4,singapore-hollandvillage,n015,40,,False,False,True,False,Turn right; residential area; construction; narrow road; motorcycle,85,7,25,421,8,12,13,91,0,84,703479,5303,114564,139525,448702,812153
169,bed12977df5a41dcb97ac69eeae3682c,scene-0445,5,boston-seaport,n008,40,,False,True,False,False,Rain; parking lot,32,0,43,953,25,41,115,4,16,276,267119,4228,155174,247370,398524,586631
170,c6072dd4f7cc47efaad77889aa465ad6,scene-0860,8,singapore-queenstown,n015,41,,False,False,False,False,Parking lot; peds on sidewalk; jaywalker; parked bicycle; arrive at intersection; wait,0,41,0,368,0,17,227,0,0,0,358775,18748,133838,430113,377527,664487
171,2fc3753772e241f2ab2cd16a784cc680,scene-0757,7,boston-seaport,n008,41,,False,False,False,True,Arrive at busy intersection; bus; wait at intersection; bicycle; peds,0,22,35,297,41,0,45,100,0,64,328310,0,65470,32288,518504,7137
172,c3e0e9f6ee8d4170a3d22a6179f1ca3a,scene-0002,1,singapore-onenorth,n015,40,,False,False,False,False,Intersection; peds; waiting vehicle; parked motorcycle at parking lot,461,16,0,255,39,93,144,79,0,117,363963,2532,45561,102351,437118,438700
173,aa54277d163d419b9f952b014112643e,scene-0806,8,boston-seaport,n008,41,,False,True,False,False,Rain; Wait at intersection; ped push a bicycle; cars; truck; peds on sidewalk; bus,171,0,29,726,0,0,82,80,29,49,138138,8420,60378,10978,223993,80977
174,2175d0e84f224ea69907e5c338bde395,scene-1048,10,singapore-hollandvillage,n015,40,,True,False,False,True,Night; dense traffic; congestion; motorcycle; turn right,0,0,0,916,0,40,0,9,0,47,610051,17083,99232,163702,340926,833029
175,e02aee6f1fec4d13ad77044466da5fb4,scene-0641,6,boston-seaport,n008,40,,False,True,False,False,Rain; cross intersection; parked cars; change lane; arrive at intersection,144,0,50,796,20,0,137,45,15,63,350853,53352,163703,579,397917,92325
176,c0990deaa8954a54afc86f7710f349a1,scene-0862,8,singapore-queenstown,n015,40,,False,False,False,False,Motorcycles; parked bicycle; cross intersection; peds crossing crosswalk; car passing by; peds sidewalk,0,80,0,144,0,67,441,1,0,17,323144,802,79021,109547,402437,917014
177,e323a27a0ba94ab5ab11010d778cd41f,scene-0666,7,boston-seaport,n008,41,,False,False,False,False,Parking lot; jaywalker,53,0,112,975,91,0,417,182,0,220,352732,0,225538,202253,442373,571045
178,010fb5bcc7984d0f8f07f99e02366df1,scene-0471,5,boston-seaport,n008,40,,False,True,True,False,Rain; parked cars; construction,200,0,0,606,108,15,137,1002,0,49,325589,45259,93903,3559,238645,101805
179,fee7ac5f5c1e4943877cd20d6e069427,scene-1021,10,singapore-queenstown,n015,40,,True,False,False,False,Night; peds in dark; arrive at intersection; bus,0,0,59,55,0,0,179,0,0,6,647303,5538,194870,432709,208553,339831
180,deab903b0b644d7a984c552968026631,scene-0735,7,boston-seaport,n008,40,,False,False,False,False,Cross intersection; flags; stopped bus; parked vehicles; peds; bicycle rack; parking lot; cross intersection; parked bicycle,13,11,83,1123,0,18,105,27,0,94,526944,7293,293210,40248,495638,394366
181,0b8948ee96ac46faad405bf1ffc70bb1,scene-0570,6,boston-seaport,n008,40,,False,True,False,False,Rain; wait at intersection; turn right; bus; truck; many parked trucks,0,0,0,793,32,0,42,51,206,1045,339266,0,89039,23778,320057,161162
182,2f0e54af35964a3fb347359836bec035,scene-0539,6,boston-seaport,n008,41,,False,False,False,False,Jaywalkers; bicycle racks; bus; parked scooters; parked bicycles; many peds; cross intersection,0,0,41,438,0,23,966,0,0,179,315484,0,288599,153710,360272,543737
183,a4fe925930de41489b12b85b77d2f0cb,scene-0952,9,singapore-onenorth,n015,40,,False,False,True,False,Parked vehicles; construction worker; parked bicycle; peds; parked vehicles; jaywalkers; ped carrying object; ped with backpack; cross intersection,0,40,0,274,0,0,240,0,0,39,180897,10804,145503,520054,625702,458613
184,ef5f216134a94e308697ab4c75402a20,scene-0129,2,singapore-onenorth,n015,40,,False,False,True,False,Parking lot; cross crosswalk; go over bump; construction; peds; scooter on main road,69,4,31,1337,0,6,116,108,0,3,219389,0,101038,182532,533959,513263
185,727214583a2a478094d4f093d20c7060,scene-0902,9,boston-seaport,n008,40,,False,True,True,False,Rain; parked cars; parked bicycle; parked scooter; bus; cones; peds,0,16,40,1103,0,18,193,22,0,56,167391,0,143886,21978,559696,429942
186,19640fe4b6894f97b16e0faad51432b4,scene-1024,10,singapore-queenstown,n015,40,,True,False,False,False,Night; peds; bus,0,0,40,418,0,24,40,0,0,0,589242,20249,212276,731347,138083,816870
187,ab8bf18dfce14db4b8213b88f5dc1429,scene-0287,3,boston-seaport,n008,40,,False,False,False,False,Overtake heavy truck; stopped motorcycle; parking lot; peds; arrive at intersection,12,0,17,647,24,8,77,19,107,236,567577,64440,163706,41613,320108,191370
188,53d4c9a634df4fdfadf057d3a216e98f,scene-0685,7,boston-seaport,n008,41,,False,False,False,False,Wait at crosswalk; many peds; turn right; peds crossing crosswalk; bus; sitting peds,0,0,41,794,0,0,2040,263,41,79,509728,10992,316110,0,388607,477662
189,3bc4553925494890a21ef7a15c40eaed,scene-0297,3,boston-seaport,n008,39,,False,False,False,False,Right turn; peds crossing; cross intersection; cyclist,39,68,57,711,78,0,626,107,0,65,434962,15904,245154,7353,350851,345213
190,c0cb50847c3949a0b4baf2e200ac897c,scene-0070,1,boston-seaport,n008,40,,False,False,False,False,Peds; ped with bag; bus stop; parking lot; turn right; follow cyclist; trailers; turn left,0,35,15,972,31,0,143,6,224,405,598621,3675,77008,112405,278524,544263
191,7e3a6bdd6c6f4c8fb018cff404974446,scene-0022,1,singapore-onenorth,n015,40,,False,False,True,False,Barriers; construction; lane switch; turn left,1312,58,0,120,57,0,254,252,0,21,770113,0,98519,776140,250616,1089826
192,59ff984c3143486da7d2c4ffec023b36,scene-0291,3,boston-seaport,n008,39,,False,False,True,False,Big street; construction; SUV overtaking,217,0,13,849,29,10,45,614,30,36,389541,37212,78169,30959,213860,99974
193,65cfdc10a42e499ea704c617e077afe0,scene-0894,9,boston-seaport,n008,40,,False,True,True,False,Rain; parked cars; peds; cones; jaywalker; parked bicycle; turn left,10,60,0,1021,0,0,374,536,0,57,199415,0,192340,0,382545,217638
194,bed8426a524d45afab05b19cf02386b2,scene-0124,2,singapore-onenorth,n015,40,,False,False,False,False,Many peds; parked buses; parked cars,0,66,96,344,0,31,572,179,0,43,551661,0,98030,273887,493152,497538
195,29dee0b8210b410a9b3421f0cb39019f,scene-1014,10,singapore-queenstown,n015,41,,True,False,False,False,Night; bump; cars; turn right; bus; peds; ped in dark,0,0,49,310,0,0,118,81,0,0,676441,3865,205193,295833,826841,821842
196,590b4e5a4f94426ab3b1a66f35e140d5,scene-0588,6,boston-seaport,n008,40,,False,True,False,False,Rain; turn right; parking lot,245,0,0,841,29,0,48,138,55,258,332478,37701,105449,136836,222779,535666
197,59530445fcc04c2090bfaf63f342f794,scene-0065,1,boston-seaport,n008,40,,False,False,False,False,Wait at intersection; truck; peds; turn right; parking lot,434,0,52,963,27,0,112,43,59,148,545908,3371,97312,166844,262880,423848
198,4959ccdac5774a088d0c9e10667f09f1,scene-0256,3,boston-seaport,n008,39,,False,False,False,False,Pass by a jaywalker; parked car; stopped at red light,365,0,25,107,91,0,39,124,4,140,210761,8316,44619,246448,148278,555463
199,1466f33b56704942a368fa03d10708dd,scene-0695,7,boston-seaport,n008,40,,False,False,True,False,Parked cars; peds; bicycle racks; cones; through intersection,0,8,0,1345,11,27,507,29,41,116,428907,0,137700,96318,603678,296128
200,e631037169574c67944176bf079ee75c,scene-1050,10,singapore-hollandvillage,n015,40,,True,False,False,False,Night; many trash cans; followed by scooter; bus; truck; parked bicycle; bus stop; motorcycle; high speed,0,9,25,279,0,59,0,0,0,19,408298,2185,92199,325703,553026,525970
201,aa45d94630be481787f20121ce89a605,scene-0258,3,boston-seaport,n008,40,,False,False,True,False,Parked cars; cone; active cars; construction vehicle,359,14,0,684,51,0,85,539,16,154,454910,32425,110120,21606,267506,104747
202,48ba943c3d19463a81281bf6a7078eac,scene-0463,5,boston-seaport,n008,40,,False,True,True,False,Rain; FedEx truck loaded on trailer; true cone loaded on a van; arrive at intersection; parked cars; several active trucks,410,0,0,355,0,0,57,0,106,157,237415,56877,126494,33121,275145,72595
203,01796494e25c448dadaba70cfcc3532d,scene-0854,8,singapore-queenstown,n015,40,,False,False,False,False,Lane change; dense traffic; buses; cars; ped; arrive at intersection,0,0,80,453,0,26,32,0,0,93,368067,12468,120441,316917,255896,777078
204,8dd4349e80c345afac455cf76074f028,scene-0365,4,singapore-onenorth,n015,40,,False,False,False,False,Jaywalker; offloading truck; parked bicycle,0,59,4,195,0,15,226,136,0,153,611167,153,137378,293395,536044,524518
205,1ad821fcfc9f4c24bb879ec7d5ba0ec1,scene-0706,7,boston-seaport,n008,41,,False,False,True,False,Cross intersection; cars; cones; cars overtaking us; cyclist on sidewalk,1342,41,0,472,8,0,225,568,0,77,354146,47894,118381,274,242904,203220
206,3289046b886f4c98a676bd7e6a3c6ef1,scene-0886,8,boston-seaport,n008,41,,False,True,True,False,Rain; peds; truck; ships; cones; parked cars; barriers; arrive at intersection,565,0,0,529,0,0,269,121,0,93,251857,47096,113373,31068,475224,165085
207,8d8728879b89405eba3f8ce1af138cb2,scene-1045,10,singapore-hollandvillage,n015,41,,True,False,False,False,Night; wait at intersection; dense traffic; motorcycles; truck,0,0,97,546,0,49,41,0,0,82,213708,23662,14337,39267,201877,471587
208,cf550d9670274ac1a7f274fbacb39c48,scene-0048,1,singapore-onenorth,n015,40,,False,False,True,False,Construction; narrow road; construction workers; heavy construction vehicles; right turn,494,8,0,143,71,11,102,198,0,40,520503,0,179663,320733,268790,706930
209,efe3681f556b43e6aa65bf7bfc61a2f8,scene-0713,7,boston-seaport,n008,40,,False,False,False,False,Bridge; cars; peds on sidewalk; truck; arrive at intersection; peds crossing crosswalk,133,0,29,536,0,0,1225,44,32,199,277476,26455,62481,0,336592,38054
210,5dd272b76c3f4e2582040a91f2be2dde,scene-0856,8,singapore-queenstown,n015,41,,False,False,True,False,Parked buses; parked bicycles; many peds; cone,0,35,138,96,0,14,129,8,0,0,322639,0,157972,179869,645550,603422
211,359f9c029ae44e1d9d47c05bc7915561,scene-0041,1,singapore-onenorth,n015,40,,False,False,False,True,Turn left; arrive at busy intersection; red light,427,22,0,102,0,0,0,95,0,81,368986,3064,94608,713165,141565,301080
212,d654cae175de44319ace178994ed0329,scene-0262,3,boston-seaport,n008,40,,False,False,True,False,Peds crossing; turn right; construction,870,0,27,426,114,36,410,209,0,61,467803,203,144266,35374,447352,253732
213,89f20737ec344aa48b543a9e005a38ca,scene-1107,10,singapore-hollandvillage,n015,41,,True,True,False,False,Night; rain; high speed; scooter; dense traffic at other lane,0,0,27,409,35,16,9,0,0,0,438587,2917,209042,143016,168134,678734
214,555c691be4704ef29559373e031441dd,scene-0718,7,boston-seaport,n008,40,,False,False,True,False,Jaywalkers; parked cars; parked trucks; cones; wait at intersection; peds on sidewalk,0,0,80,389,0,40,992,160,0,40,164790,0,88718,4443,212682,181584
215,daa9fce50073470398da3c2bccdaf21b,scene-0010,1,singapore-onenorth,n015,40,,False,False,True,False,Parked motorcycle; person pickung up garbage; pass construction vehicles and entrance to construction site,17,0,27,38,36,22,62,26,59,113,260333,0,55939,565852,90337,1133379
216,faa975eaad804c85bd8f2da9b30c8d9a,scene-1018,10,singapore-queenstown,n015,41,,True,False,False,False,Night; turn right; cars; bus; bus stop; scooter,0,0,23,330,0,29,232,0,0,0,525476,4500,121045,701137,177395,807284
217,a6daedc3063b421cb3a05019e545f925,scene-0499,5,boston-seaport,n008,40,,False,False,True,False,Construction zone; workers; parking lot; park motorcycle,144,0,0,762,42,42,236,138,58,330,499901,1412,94611,35914,1021609,30568
218,20ec831deb0f44e397497198cbe5a97c,scene-0502,5,boston-seaport,n008,41,,False,False,False,False,Parked truck; right turn; jaywalkers; bike rack; arrive at intersection,193,17,0,300,40,15,193,46,0,28,268664,0,231690,0,658976,244769
219,87a71839e68b46da8e91fb5f21b50c1c,scene-0227,3,boston-seaport,n008,39,,False,False,False,True,Heavy traffic flow; stopped at red light,380,0,39,678,0,0,316,0,87,203,421597,44589,120237,22180,261321,62952
220,eba4b7c19b5f48289e105937d03e5222,scene-0381,4,singapore-onenorth,n015,40,,False,False,True,False,Ped crossing; peds; construction; parked bicycles; turn right,1161,105,0,138,33,0,351,60,0,64,329022,39,76269,427992,231045,971856
221,1e3f0bd8063a4084b7104345b20bfb80,scene-0469,5,boston-seaport,n008,40,,False,True,False,False,Rain; truck; cross intersection; ped; parked cars; bicyclist; sign trailer; bicycle rack,249,35,0,653,0,0,37,170,45,30,342319,49904,152520,0,248067,109501
222,53e8446852bf488bb1b09ae032918bbd,scene-0889,8,boston-seaport,n008,40,,False,True,False,False,Rain; wait at intersection; bicycle racks; peds; ped with umbrella; ped crossing crosswalk; ped with bag; parking lot; truck,0,0,0,2052,0,40,201,0,40,690,140857,0,94979,10766,182218,219753
223,00590cbfa24a430a8c274b51e1c71231,scene-0126,2,singapore-onenorth,n015,40,,False,False,False,False,Delayed left turn; jaywalker; parking lot; bus stops; parked bicycle; truck; turn right,0,15,0,216,0,0,216,54,0,49,357751,17160,92069,247191,545848,322429
